Age,Annual_Income,Monthly_Spending,Credit_Score,Savings,Loan_Amount,Years_Employed,Purchases_Per_Year,Website_Visits_Per_Month,Spending_Score
65,28861.84,1000.0,661.56,500.0,25429.79,45,10.01,9.89,58.34
29,55843.62,1000.0,650.55,46452.82,45787.03,5,20.14,27.61,43.35
68,29360.16,1000.0,632.88,13640.24,94400.4,42,8.88,15.91,25.4
39,51669.32,1647.86,639.89,13644.09,39184.24,17,14.52,18.75,42.59
39,48971.5,2043.57,622.92,36639.57,63064.99,20,14.54,17.61,52.66
63,78934.11,1299.35,733.25,39530.63,95569.54,42,13.15,17.87,45.86
47,41731.17,1098.86,720.67,36175.11,136100.7,27,5.62,5.96,41.77
55,46298.65,1000.0,729.48,11568.95,113054.3,34,15.72,10.03,54.42
55,53132.57,1000.0,635.34,7593.72,1000.0,28,22.16,29.01,49.33
62,49557.41,1921.91,704.8,25036.67,50137.19,38,19.76,15.99,31.73
68,84646.59,3352.81,754.99,33712.12,111228.04,41,23.6,20.46,55.27
25,39505.79,1000.0,709.34,27938.09,127833.38,0,9.96,5.26,42.42
44,53170.72,1000.0,711.39,58342.77,162221.77,26,16.39,19.56,51.7
44,65977.17,1142.64,710.49,22948.38,225915.91,19,9.48,6.33,42.69
51,75861.3,2121.45,731.25,57779.92,67698.12,29,18.43,19.98,32.77
38,53155.65,1101.2,686.84,2262.55,70296.89,9,22.26,18.96,57.37
47,25474.21,1000.0,598.18,500.0,47365.27,23,19.65,19.91,42.91
50,57298.12,1451.27,622.28,21256.12,59504.58,22,25.88,31.57,41.69
45,84336.51,1647.06,762.36,68143.41,245372.65,17,23.38,15.7,47.29
64,65079.37,2443.06,665.91,81174.96,278842.44,45,18.89,15.64,52.49
50,64255.52,1125.25,668.93,45204.2,118011.46,31,20.8,15.71,51.09
22,40865.68,1599.08,672.75,17895.13,47036.67,4,17.49,19.71,41.03
65,39017.91,1217.94,626.22,21065.35,31419.46,43,9.87,13.97,39.88
36,60324.75,2427.14,660.52,66847.76,220356.4,13,8.46,9.84,53.69
21,34325.18,1000.0,548.44,51204.86,117434.34,0,17.85,23.36,53.74
52,74064.52,2775.42,687.27,92231.59,306765.19,26,27.87,24.65,41.63
66,44760.37,1000.0,631.61,7224.33,162133.3,41,19.1,15.32,56.54
34,59556.17,2630.59,754.53,59048.58,172638.85,10,6.51,16.16,64.77
61,26056.2,1000.0,530.96,22814.98,28283.78,32,10.01,10.81,38.66
45,52911.57,1226.09,672.0,48935.25,201288.3,23,14.31,14.17,47.87
47,38654.51,1000.0,634.28,37196.75,123356.1,27,4.59,7.78,50.69
46,18204.78,1000.0,609.63,4526.63,24399.57,20,4.94,9.58,42.27
63,69753.16,2971.11,714.88,86685.71,134313.64,41,16.79,22.69,53.8
23,89540.87,3780.34,786.98,9232.81,110099.64,3,20.26,23.64,38.77
52,80330.52,3169.68,794.19,22700.07,59430.55,32,13.1,17.28,47.12
58,72270.43,2876.44,681.84,96822.4,1000.0,38,10.11,7.24,56.19
54,52545.82,1660.04,693.24,25491.42,223073.08,31,21.22,19.74,36.95
41,74506.02,1001.44,660.79,42017.72,298315.21,23,15.54,15.17,48.05
46,82029.36,1262.63,748.98,65623.81,252963.23,18,17.01,19.71,34.41
66,62462.79,2133.22,676.71,82072.82,222761.36,45,13.51,13.49,44.63
63,38681.52,1000.77,583.55,38437.4,85231.49,38,10.01,19.2,54.32
48,51011.08,1602.27,696.79,40899.59,16692.45,28,21.62,23.36,47.59
52,90648.54,1831.33,818.23,96424.35,85468.66,30,14.67,18.22,57.32
50,58654.6,2002.89,724.07,62012.26,181881.31,31,16.76,11.85,61.5
69,15000.0,1000.0,562.09,500.0,45548.46,45,11.54,9.49,23.07
38,33559.38,1000.0,545.21,3826.61,101667.61,10,3.62,4.91,36.95
49,52359.92,1490.02,642.28,48370.11,98712.49,25,16.44,16.55,33.4
40,78644.85,1448.82,781.2,17303.54,223637.37,13,10.14,18.06,49.3
50,55083.8,2297.38,709.92,500.0,236940.76,30,18.69,14.28,62.62
20,78979.77,2371.55,790.79,63167.05,102159.56,0,11.97,5.27,55.37
35,50529.08,2091.54,665.72,56284.02,186350.24,15,17.66,24.53,56.6
42,24642.73,1000.0,565.74,14542.09,9067.48,19,10.32,9.92,43.01
59,51151.9,1000.0,565.01,26877.24,184417.66,32,11.74,12.9,53.7
48,66209.01,1000.0,737.45,34125.71,312285.27,28,17.67,22.41,52.21
20,64715.11,1011.42,689.68,36548.15,64720.2,0,9.11,17.23,65.48
57,37408.06,1000.0,555.8,14706.51,42979.64,38,13.39,9.81,48.89
63,53678.47,1000.0,695.36,49963.68,190905.96,43,19.28,19.84,30.62
41,108324.14,4592.51,850.0,40764.06,113392.96,16,26.05,30.2,39.54
67,37801.16,1620.96,652.43,25373.99,108422.73,42,11.47,13.24,31.09
49,71893.02,3144.99,746.05,89151.2,182294.63,31,15.61,21.46,42.09
64,22259.84,1000.0,608.78,22676.62,15520.49,39,4.77,9.16,60.44
39,75548.25,2182.93,603.77,30271.1,211417.35,12,13.8,20.17,63.48
40,43938.14,1325.5,709.27,18268.4,156627.71,21,6.59,16.27,51.76
19,67237.59,1133.69,666.08,4989.27,222500.59,0,18.92,26.92,64.19
44,36752.54,1000.0,578.58,55782.35,78290.42,20,17.89,19.89,58.96
59,65235.35,2495.81,674.51,31807.5,235318.23,36,14.25,13.02,59.32
19,43644.29,1790.48,614.88,55393.2,23098.71,0,9.07,12.73,38.34
43,47129.13,1821.88,708.91,60426.64,48694.85,21,16.25,18.04,65.43
34,67955.75,2739.92,728.34,43486.85,128705.57,10,12.46,13.78,51.03
57,52253.06,1134.88,626.23,21865.35,206989.18,32,18.59,21.69,52.74
50,66846.87,1874.09,676.82,78930.06,42056.56,30,26.36,26.29,66.5
26,56564.86,1572.88,781.94,16501.09,108802.76,8,11.23,14.28,53.97
60,61214.89,2796.06,699.53,17695.95,101289.61,36,12.41,24.69,35.56
65,68011.56,3001.98,684.6,16186.28,281106.29,43,9.5,7.59,42.02
56,53699.67,1742.53,588.12,51773.81,210662.61,34,16.1,18.11,56.56
46,42071.1,1000.0,550.81,16201.22,93442.78,22,14.6,15.27,41.76
59,50418.38,1064.83,601.0,68762.39,35760.18,41,13.69,5.36,39.79
43,81512.51,2007.28,748.85,37151.85,61957.43,18,18.23,14.62,54.98
52,62091.12,2583.43,736.2,76372.82,58212.05,23,10.99,5.62,48.78
67,44791.83,1000.0,662.1,500.0,37380.11,40,6.16,13.49,34.71
42,67228.09,1332.79,754.52,8523.93,78268.39,20,12.93,7.76,64.94
41,68429.68,1652.31,730.75,47907.15,104494.04,16,7.27,3.21,49.28
30,69359.98,3010.02,652.92,91741.28,70251.7,3,12.51,12.73,24.76
24,42398.93,1242.02,646.32,500.0,139895.8,0,15.79,14.32,57.68
53,47716.96,1625.3,664.19,35760.76,148636.94,31,15.07,13.56,55.92
62,47817.07,1214.91,638.05,21877.41,121722.66,33,5.91,3.7,51.47
37,53508.34,1005.1,646.76,52089.22,246751.62,13,20.6,23.9,47.57
18,69700.55,1388.9,702.43,28991.49,142087.81,0,16.0,15.33,42.48
25,65331.33,2564.63,626.41,16830.23,33569.99,5,10.04,16.89,50.72
63,66753.91,2822.54,640.31,54819.14,82072.25,44,14.85,10.48,48.83
33,84372.34,2441.39,850.0,43541.75,286807.5,10,15.52,12.67,60.42
31,72400.04,1766.55,660.88,49795.77,129811.75,9,12.9,9.66,54.57
29,57447.57,2265.03,592.85,14137.17,246499.55,3,19.81,18.74,66.82
68,38690.07,1351.7,583.66,29094.92,1000.0,41,8.34,7.45,56.95
40,47138.15,1000.0,662.08,50042.01,152732.24,19,15.64,21.34,50.46
32,55289.31,1337.52,691.12,13062.26,86749.91,4,8.82,1.0,37.11
45,74924.34,2640.27,678.7,75757.83,190980.77,25,17.31,25.56,62.52
51,59508.03,1881.8,682.87,42687.6,242123.06,25,17.28,15.59,56.22
19,48188.47,2173.41,620.06,44248.19,187811.76,0,16.16,12.44,41.74
49,46807.93,1936.47,648.99,42536.49,144299.3,26,15.08,24.77,45.95
40,58747.59,1000.0,663.05,78758.84,55916.62,22,14.68,14.77,37.7
39,76019.78,2789.34,696.83,40596.65,178959.82,12,12.28,12.11,25.83
68,88638.35,2101.69,736.7,75367.49,314899.03,39,13.6,11.43,33.53
42,56296.17,1983.66,569.93,19410.53,106931.23,14,17.12,15.67,24.88
39,59194.62,1957.81,667.61,34016.08,186951.45,21,9.61,14.16,53.65
39,38149.05,1116.56,611.01,32574.08,31398.09,10,6.36,12.04,47.3
66,94905.47,3884.64,721.33,37722.95,72468.73,43,26.64,17.7,40.69
69,34781.95,1256.43,589.19,20679.16,60805.24,45,12.18,7.68,53.25
59,81089.92,3418.09,731.78,88098.61,145355.22,39,21.28,25.04,32.5
23,53423.95,1169.28,576.87,42961.86,53886.16,0,19.71,16.16,69.34
32,49211.4,1186.2,612.92,17840.15,80131.01,12,15.18,15.33,45.79
60,40019.94,1329.93,583.92,7966.83,105895.03,32,12.12,14.09,51.03
54,103380.88,4622.73,818.23,54554.85,302711.13,27,18.54,25.32,36.79
50,63986.85,1592.38,748.0,39321.77,28480.01,27,24.44,28.72,53.74
25,60383.05,1000.0,683.27,23489.95,214674.81,3,13.24,15.98,50.26
61,75961.18,2078.52,780.06,65222.38,11171.81,40,18.48,14.56,44.72
61,48285.01,1479.02,634.84,49761.38,186084.62,36,18.22,29.32,42.58
22,60033.23,2353.28,696.81,9534.86,92996.61,3,17.26,20.58,58.42
56,61014.05,2244.5,686.05,76830.26,171833.14,27,21.52,26.9,39.54
21,50781.38,2267.66,760.86,55882.03,128597.42,0,13.15,13.01,28.5
23,81593.49,3148.65,737.92,26244.34,247781.09,0,21.53,14.29,54.36
62,56064.22,1258.88,703.4,16309.52,188243.7,41,6.63,12.19,56.1
49,32043.62,1085.62,605.25,16053.18,117257.48,30,19.94,19.04,30.42
69,54573.05,1905.04,714.37,9267.43,89975.16,45,21.07,28.01,49.06
47,64485.22,2951.32,721.9,49365.01,173128.72,29,14.93,14.94,48.89
64,43917.12,1000.0,647.08,17744.98,66672.28,43,16.59,14.38,53.55
52,45337.29,1000.0,584.64,35458.95,155684.07,26,18.99,24.71,50.92
57,50167.34,1000.0,603.09,12708.12,204937.35,36,9.83,9.79,37.04
69,81982.24,2634.53,718.22,20771.51,34495.21,40,17.48,15.86,27.24
33,51231.16,1000.0,640.53,29703.3,152839.01,13,8.59,3.29,49.53
30,85724.11,2946.07,762.17,46524.51,343198.25,3,24.26,27.62,47.08
67,48930.89,1922.62,619.17,32176.66,78670.64,40,19.01,17.42,37.23
59,65850.25,1773.11,608.58,47410.06,169261.83,40,15.18,9.74,48.33
47,51967.63,1620.84,702.13,13751.26,177042.41,27,13.21,20.04,35.21
36,73573.5,3158.07,740.85,93239.16,106311.66,18,16.61,15.3,52.66
34,39871.07,1255.36,622.32,29354.6,113539.63,7,9.5,20.74,55.11
36,73371.47,1427.33,776.54,13047.28,22526.49,11,16.47,22.91,33.14
45,62049.65,1485.46,649.98,19541.14,214780.45,27,11.02,6.68,59.23
43,48480.15,1462.24,639.55,28491.52,144562.08,23,19.34,22.15,50.91
54,57008.01,1006.95,678.2,49928.12,223512.35,34,21.39,25.23,62.69
43,87609.39,2883.87,744.15,16357.1,185310.14,24,23.49,13.06,49.14
40,62481.2,2862.15,651.64,13787.09,86596.05,18,10.28,10.9,70.24
26,47350.9,1621.82,681.42,70635.25,28406.69,0,13.69,11.9,69.18
29,38315.52,1000.0,627.73,42683.61,87074.56,9,16.76,22.16,52.25
18,69097.28,1627.81,735.37,45353.19,308625.96,0,20.75,15.02,53.69
18,63525.21,2766.74,653.51,42330.44,193633.85,0,7.16,11.34,21.18
64,72510.37,3012.84,754.88,43859.09,169405.21,43,20.95,29.34,46.31
51,33679.95,1000.0,572.99,23639.92,114521.89,30,7.15,1.0,48.49
49,38899.31,1000.0,627.82,41276.93,171068.13,29,13.12,14.66,47.7
65,80643.83,2917.87,831.01,97250.56,245814.95,37,24.35,22.69,52.19
42,65964.15,1516.08,736.24,38201.19,223767.32,24,22.21,8.17,58.41
57,69601.22,1147.04,724.07,82391.98,180803.94,32,23.59,13.14,47.3
62,42671.63,1000.0,688.79,42446.65,57567.43,44,8.94,15.59,46.84
18,42342.23,1142.25,601.39,13199.44,162141.84,0,10.14,11.81,43.72
33,77842.66,1635.76,755.61,49384.26,284865.53,11,14.97,16.46,36.46
56,78690.8,1552.34,698.64,46722.75,99237.59,35,17.14,16.27,68.42
22,40410.25,1000.0,604.95,20887.47,75781.52,1,15.12,21.81,38.39
39,36971.33,1239.58,682.5,18114.23,89066.11,14,20.08,31.07,48.94
46,58045.33,1914.43,686.45,5969.01,156062.57,18,11.16,18.39,56.55
20,45611.73,1000.0,700.16,18661.43,143002.49,0,11.42,1.25,48.45
29,45236.82,1988.38,631.09,48200.98,30931.51,6,21.64,19.97,61.13
43,37475.19,1000.0,667.36,33888.54,77794.44,14,7.95,17.63,59.63
33,51568.19,1000.0,657.03,46339.35,143525.09,15,18.79,16.01,53.43
68,39215.49,1000.0,623.67,47758.34,96708.54,41,13.48,21.54,50.72
54,40282.78,1432.81,621.94,36941.49,172287.8,29,15.97,14.49,54.95
39,65371.05,1256.48,712.34,68990.79,162573.77,20,12.48,7.47,39.05
46,59006.43,1000.0,665.37,16219.97,202609.52,23,19.44,22.21,34.18
31,68727.82,2274.22,643.67,40043.9,53883.0,5,13.6,16.81,74.97
45,30317.4,1000.0,589.35,21795.8,102167.16,27,5.93,6.15,50.86
22,60177.85,2279.27,686.49,42020.64,171334.99,0,18.42,24.4,43.67
64,97361.48,3724.5,850.0,35801.81,149402.19,39,7.22,1.0,68.37
66,53299.1,2371.69,558.18,29913.78,54976.18,39,12.49,19.0,27.25
47,74845.48,1077.82,797.32,41848.18,136873.97,28,18.94,15.53,40.02
63,74688.12,1030.67,771.24,35530.89,113399.22,41,21.26,28.67,43.42
69,75573.57,3431.54,757.57,13792.82,107365.68,45,23.69,25.67,60.87
22,62999.91,2141.68,695.94,36997.92,205153.75,0,25.19,20.9,52.1
29,70189.55,2551.09,664.66,88407.26,65529.97,9,24.38,17.23,54.15
33,72582.25,1140.71,805.53,48047.24,293725.95,12,18.22,9.65,37.58
43,71438.03,1059.22,769.87,59740.29,208101.23,19,22.77,20.55,50.64
43,39886.47,1000.0,630.94,39098.44,76953.87,22,14.87,15.69,46.2
65,29267.08,1000.0,600.66,32504.22,38966.19,39,16.36,21.71,27.63
38,32035.5,1000.0,591.21,30965.5,124760.34,10,10.21,8.54,44.56
56,55137.12,1509.53,692.16,27024.76,224193.53,27,17.82,19.3,37.94
53,70690.68,2206.81,710.08,41323.83,184394.56,26,14.7,13.51,65.19
50,40120.6,1000.0,634.22,35967.08,88051.72,31,13.14,21.69,50.99
47,76631.47,1249.72,749.6,81988.35,329244.5,25,19.99,18.35,68.62
54,50959.05,1274.31,762.24,48832.8,192255.4,29,25.55,19.23,29.2
40,51130.41,1000.0,612.43,24672.94,73981.44,18,17.09,10.96,38.42
27,44950.07,1000.0,642.05,20670.36,73246.51,0,14.44,12.84,43.05
22,26073.85,1000.0,633.46,37962.15,77440.49,0,8.45,9.75,40.34
53,64127.65,1719.91,729.58,500.0,22222.65,28,20.89,18.64,54.16
51,90828.02,3299.59,802.97,18658.91,290219.51,26,17.41,19.31,45.86
69,58872.04,1000.0,812.13,17733.16,114017.57,43,17.76,15.77,34.64
48,26688.63,1000.0,629.02,14543.8,70728.89,21,16.18,12.17,83.41
27,74046.17,3036.04,694.02,34300.34,68879.27,4,23.73,19.51,57.74
36,30753.64,1052.27,558.98,27795.56,89104.56,7,17.29,16.01,27.27
49,38237.38,1000.0,612.99,64483.28,76134.53,28,7.71,7.56,54.45
18,55709.91,1514.67,647.5,20679.9,213343.32,0,6.98,1.84,78.92
22,62211.18,2146.42,690.2,29429.29,81220.71,0,19.73,11.21,63.32
62,41844.05,1887.88,640.74,44989.26,9176.44,42,14.61,5.45,34.14
21,55008.31,2432.85,677.33,20460.13,57342.93,0,17.46,18.07,48.47
33,72872.92,1872.11,608.04,75782.0,120540.5,11,25.89,25.38,65.16
41,75339.22,2488.53,692.01,36382.09,236297.14,18,14.45,10.91,38.35
33,82526.22,3482.1,779.8,105538.5,257424.97,13,24.71,24.72,53.09
19,94369.54,3793.8,850.0,45748.81,363875.84,0,16.4,14.56,42.87
66,74578.01,2124.04,705.57,85887.05,201764.08,42,25.28,21.97,57.29
45,56098.74,1189.74,650.35,45462.47,97164.7,17,19.36,12.03,60.7
49,75467.65,1288.23,722.39,78870.46,130192.2,27,10.01,18.24,62.55
44,68400.89,1967.62,782.81,41126.98,142976.53,18,14.75,23.3,61.45
37,69114.61,2529.24,709.76,47463.16,155287.4,17,26.49,25.16,72.08
41,63189.94,2832.53,588.69,47822.77,175030.26,16,25.27,18.89,73.46
29,43583.03,1796.8,711.19,31042.98,104310.64,6,17.38,17.64,35.83
67,41494.26,1000.0,655.61,50332.11,30104.01,45,15.92,12.27,36.97
52,58251.87,2125.76,616.57,28663.43,126298.93,23,17.02,10.22,38.04
50,62680.38,1387.54,665.04,34935.5,1000.0,21,18.45,21.43,51.85
50,47770.06,1685.44,607.51,18342.99,83160.42,24,14.07,9.87,40.53
68,67620.16,2345.98,693.46,32147.07,87151.63,45,22.82,16.72,44.34
60,97453.79,2103.15,850.0,98814.06,249402.26,33,22.63,9.75,62.91
54,28602.05,1000.0,501.79,500.0,63690.63,31,8.03,15.94,51.74
29,70480.4,1125.19,695.99,36086.15,133328.0,3,20.32,26.76,47.82
20,58812.46,1000.0,681.44,56461.28,126418.92,0,16.71,20.37,63.15
18,68111.8,2800.42,701.21,72280.01,82933.32,0,15.25,19.73,56.87
50,52247.14,1000.0,620.89,34849.38,186181.9,28,24.72,15.61,55.9
57,57370.92,1000.0,725.66,30217.08,155319.31,38,16.26,15.07,55.98
27,62331.01,1275.4,679.85,69190.09,208981.01,6,6.45,13.15,19.09
60,54570.59,2296.8,650.79,28406.81,118951.27,41,14.25,10.1,35.97
61,32630.26,1000.0,613.47,30073.03,113288.62,41,18.23,15.72,35.91
46,55789.53,1054.05,654.76,3039.64,188155.96,19,10.95,4.49,47.87
30,34504.19,1254.29,578.6,27074.73,52701.15,1,18.25,16.26,62.02
29,71757.48,1660.16,673.62,82459.45,170429.36,9,12.19,12.62,44.33
48,26420.19,1000.0,677.81,15713.67,138152.81,27,19.33,21.04,39.31
63,78515.78,2915.49,771.24,40378.36,190309.47,40,14.99,7.19,20.52
19,67732.13,1414.82,685.99,48513.24,247224.41,0,15.01,7.14,57.6
68,67801.0,2874.22,760.61,54474.24,172170.99,45,14.65,21.41,31.52
67,21042.42,1000.0,586.68,500.0,53758.91,40,15.09,20.93,49.64
52,54085.21,1645.69,663.99,52602.34,57220.87,34,24.63,19.02,41.41
40,80764.14,1722.3,695.99,60616.81,263040.22,22,18.15,25.34,57.91
34,50665.06,2043.65,614.74,35983.5,46770.21,8,15.01,16.34,55.3
43,40594.88,1282.46,665.37,34171.58,162356.08,17,11.19,18.52,26.67
25,48539.94,1000.0,679.47,30277.06,101449.2,3,6.72,8.25,59.42
46,58771.0,1138.78,614.53,44471.51,157765.82,20,13.51,16.02,52.08
43,44675.33,1255.76,615.68,32823.85,86551.4,15,8.17,9.02,59.82
27,82208.71,3164.05,777.22,45816.29,158178.49,3,8.78,19.5,32.81
43,58835.98,2577.6,726.57,70296.93,181315.51,17,15.5,15.03,36.44
51,49999.75,1730.82,673.15,32944.4,44048.32,22,12.29,13.17,42.61
68,36575.82,1074.28,589.19,6820.46,21093.73,44,20.54,11.3,46.13
58,68720.04,1433.34,716.78,64017.9,48979.04,32,12.59,13.21,43.09
24,68309.99,2386.0,695.45,13825.58,154243.84,5,20.18,27.84,31.06
21,45740.24,2069.35,654.41,49976.3,80822.23,0,17.83,24.25,57.16
67,19746.08,1000.0,625.75,500.0,108249.04,39,18.66,17.15,43.99
62,67393.72,1206.67,666.98,58526.12,253547.64,37,15.82,15.61,42.46
28,56637.54,1000.0,682.56,28898.44,203064.23,4,22.26,14.35,54.91
46,66049.28,1418.42,693.79,10597.75,248564.09,23,19.41,20.33,53.78
53,95229.14,2997.95,773.86,98003.79,278378.77,31,25.22,24.28,50.7
42,59517.03,2622.33,672.26,61707.95,79826.09,21,27.92,27.19,43.22
38,50750.9,1140.48,711.36,500.0,75996.02,14,14.46,7.17,33.47
53,39348.2,1000.0,644.12,22682.31,46735.14,33,14.79,21.15,58.55
27,54376.41,1551.87,641.57,19234.32,63697.04,2,13.63,13.39,39.61
54,62890.39,2711.71,717.9,22692.25,120826.25,35,24.0,27.94,36.54
26,60959.53,1613.51,657.73,24018.56,282798.26,8,29.12,26.4,58.0
41,91022.38,1815.08,692.55,76920.19,275321.58,13,22.77,28.09,58.7
52,68983.54,1237.41,603.24,38753.04,278488.39,33,8.85,14.44,60.95
66,57573.58,1596.74,695.26,21625.72,69083.71,40,11.34,8.75,34.11
52,47281.91,1852.94,629.05,34603.51,101194.53,30,20.53,23.47,41.59
65,64800.11,1439.32,739.29,11648.52,234187.18,37,10.76,17.62,47.03
53,43673.85,1292.05,648.44,47926.59,66937.48,28,11.36,14.01,54.28
35,63236.96,2061.54,701.43,40789.56,169391.94,15,13.15,12.8,42.98
66,68773.45,1892.35,686.03,31543.84,213827.53,42,16.49,21.16,54.57
56,56103.86,1059.78,691.79,29796.66,124454.69,37,16.89,22.59,41.15
49,48654.84,2103.1,715.79,2627.75,185088.86,24,5.42,2.23,46.25
41,20664.66,1000.0,471.13,11657.48,29245.13,17,4.43,8.77,29.88
40,80589.06,2966.04,735.03,49188.89,326180.1,11,10.54,11.4,53.25
49,67259.41,2266.74,762.31,40638.96,147832.67,27,9.81,21.34,52.69
54,67697.11,3098.38,651.54,64720.38,82961.7,25,16.85,13.22,51.04
29,31895.66,1000.0,601.69,12726.7,43900.37,1,14.16,17.69,28.78
66,84837.1,2262.24,723.76,65105.77,209132.88,45,23.55,24.95,44.74
30,51626.1,1265.08,642.84,9476.0,100175.05,12,17.94,17.87,56.99
40,54801.68,1345.62,584.61,37065.35,180316.74,18,12.57,20.7,39.5
42,40752.84,1000.0,666.57,22175.47,126776.76,13,15.22,15.18,64.25
52,27834.98,1257.8,590.28,34570.63,31634.72,26,18.05,11.52,76.73
58,80832.23,3356.64,677.5,39033.82,157132.39,31,16.95,24.2,37.53
47,83158.75,1917.29,768.31,60971.56,173840.28,26,16.76,14.5,57.19
34,57020.49,1292.9,680.42,49480.88,41012.04,8,10.98,13.16,47.43
66,47771.08,1000.0,612.32,5088.37,137647.21,37,10.75,11.75,49.75
37,53213.2,2220.82,748.21,48792.94,12854.48,18,18.75,13.4,50.58
65,53706.93,1336.88,684.35,1968.51,194150.95,44,15.35,11.16,44.17
42,38402.53,1213.03,673.27,24819.41,121661.94,16,23.63,13.84,47.62
39,54739.41,2327.11,656.97,65757.81,138253.45,18,12.09,16.06,55.16
30,62755.84,1638.14,615.14,47478.54,203568.41,8,20.08,22.66,35.38
36,78326.83,3085.73,630.42,34738.42,76515.15,8,19.76,20.08,44.1
66,60256.39,1617.45,635.14,11191.17,159736.19,41,15.58,18.95,47.31
53,31625.67,1134.25,655.53,31341.52,68938.69,35,10.99,12.03,39.26
29,66363.86,1783.38,676.15,24811.27,135174.52,11,19.64,19.75,68.25
58,55393.25,1417.62,713.03,59869.8,102419.23,32,18.25,17.64,55.12
36,84667.37,3854.37,701.51,46610.92,83936.4,10,19.48,18.27,39.5
29,85730.24,2821.52,727.37,95564.23,204020.25,8,20.7,14.07,50.86
26,86360.18,2137.1,735.75,88701.97,175467.14,7,18.82,24.76,63.05
24,49891.42,1052.41,659.81,14135.13,145946.07,0,6.78,8.3,52.79
45,95817.39,1324.73,726.6,45048.31,325812.12,24,20.0,16.69,49.75
31,66316.97,2390.87,663.2,64531.18,156003.61,8,15.29,12.89,49.66
48,89274.85,2223.41,757.33,34455.3,204129.05,19,28.66,23.14,68.33
69,50952.85,2031.75,592.43,33694.02,121963.98,45,18.26,15.91,30.97
36,54625.26,1345.36,584.69,27777.73,163832.32,7,16.47,17.51,73.18
64,64932.49,1619.7,696.08,40953.12,68770.43,38,18.81,9.75,50.39
33,62733.8,2413.54,628.46,4189.96,222439.93,11,11.16,8.51,70.07
22,82586.61,2379.78,802.42,52819.35,123723.17,2,15.21,23.08,52.39
52,55821.67,2344.31,723.36,55109.63,69188.47,31,13.91,21.83,77.66
29,80963.07,2604.68,716.63,102544.28,248649.71,11,20.04,17.72,46.07
42,73180.22,1501.77,746.63,25350.47,125477.44,16,15.14,28.08,50.68
69,56158.94,1765.77,671.58,46351.1,25493.63,44,13.11,17.68,54.68
38,71784.18,1000.0,763.4,48324.79,75634.57,17,11.84,20.65,58.45
53,51481.23,1179.6,633.82,8160.35,217362.59,34,15.27,16.15,37.77
40,102303.7,1987.94,829.88,85751.18,54216.79,14,21.06,18.49,35.06
33,15000.0,1000.0,559.03,23389.28,1000.0,12,13.64,19.31,40.44
56,72112.98,1228.42,728.08,30720.7,271313.31,30,13.73,20.2,44.19
62,28237.27,1000.0,557.0,9027.29,104819.82,35,14.68,13.91,44.83
59,55938.18,1316.99,721.17,54348.64,163463.41,39,10.39,14.48,46.58
56,58459.05,1000.0,657.02,19590.27,229424.78,32,14.75,1.0,56.18
31,87137.4,1225.05,742.78,55125.14,283493.93,7,20.22,15.9,52.12
48,47541.26,1087.31,610.22,34717.21,136054.76,21,13.46,21.56,24.28
22,83544.21,1663.52,720.94,80444.15,116092.55,1,10.55,9.71,62.58
52,38781.3,1000.0,605.56,26682.97,111213.5,33,6.66,9.4,58.81
40,84240.06,1485.89,772.96,10705.53,186270.12,12,19.53,18.05,55.7
46,51461.78,2076.55,689.64,64728.11,57011.89,20,18.04,12.16,46.93
60,61321.82,2163.27,689.75,51811.18,250318.22,39,17.83,17.04,51.17
28,53945.18,1544.84,725.57,55929.7,130193.13,3,18.41,16.85,67.11
35,83082.54,3555.59,754.54,36305.95,257054.88,16,16.91,12.25,38.15
64,79579.32,1073.13,657.94,85438.47,253846.89,39,21.65,19.43,41.64
29,67983.03,1631.45,652.0,44947.59,118718.81,1,18.48,12.05,45.44
26,39266.37,1568.54,649.3,27853.57,104891.87,0,10.73,12.27,36.92
27,47129.61,1576.15,626.75,30804.19,159058.01,5,17.29,16.73,84.89
61,41485.62,1876.1,606.74,17824.88,99614.43,37,15.63,25.8,48.61
34,19533.43,1000.0,515.2,20008.66,68842.82,10,20.32,15.22,39.48
55,82703.73,1502.29,730.1,86170.21,107521.13,26,25.17,26.67,35.29
24,54099.18,2429.03,644.95,34282.69,188363.31,0,14.95,8.24,62.47
63,53907.11,2372.87,683.8,62021.46,94208.67,43,13.3,26.63,59.6
30,86929.84,2169.22,749.78,63080.91,279048.89,3,26.49,25.52,67.56
57,51432.21,2327.96,711.74,51698.83,182776.04,36,17.9,18.73,71.12
59,44871.52,1000.0,605.14,47348.5,57095.86,32,13.62,17.59,41.32
26,55954.58,1931.83,677.06,35710.2,16912.64,5,5.65,9.28,32.94
67,39611.96,1000.0,544.33,35021.68,68560.58,40,10.18,10.06,74.87
44,66198.4,1113.16,728.25,16038.28,185387.17,22,12.49,9.06,40.2
19,53274.08,1691.51,595.89,54955.16,105690.34,0,14.6,16.23,60.64
22,50869.11,1155.32,678.26,34694.93,187618.13,2,18.18,23.99,43.9
46,49309.74,1712.4,565.1,21013.15,140188.33,25,18.79,8.82,63.48
