Age,Income,Credit_Score,Experience_Years,Employment_Years,Existing_Loans,Loan_Amount,Debt_to_Income_Ratio,Loan_Approved
59,127888,697,36,11,0,1118260,0.729,0
47,71517,600,23,11,2,1072794,1.25,0
30,161467,598,1,1,2,993882,0.513,0
46,137822,629,24,20,2,625903,0.378,0
39,51714,639,6,6,2,1608873,2.593,0
59,168165,669,28,17,0,2054185,1.018,1
23,91529,775,2,2,3,2392792,2.179,0
65,193952,677,31,7,2,862279,0.37,1
33,155917,634,0,0,0,2822659,1.509,0
48,166401,763,27,6,2,608932,0.305,1
40,217336,705,9,4,3,2608553,1.0,0
48,133487,622,24,5,1,2046522,1.278,1
28,20208,845,0,0,3,905813,3.735,1
61,228368,664,39,5,3,1576900,0.575,0
59,155000,798,30,3,0,769184,0.414,1
21,157346,728,0,0,0,2531741,1.341,1
23,206005,557,0,0,2,2157728,0.873,0
33,40642,477,10,10,1,1158413,2.375,0
48,172865,850,24,1,1,1313369,0.633,1
45,50826,711,13,13,2,1900456,3.116,0
53,89778,652,21,18,4,850438,0.789,0
58,180233,698,24,9,3,205176,0.095,1
26,66515,704,6,6,4,279943,0.351,0
64,37530,606,39,3,2,2585291,5.74,0
65,226112,612,35,0,2,1449443,0.534,0
52,57426,722,21,17,3,2559628,3.714,0
65,122822,493,34,9,1,503899,0.342,0
41,114321,730,15,2,3,1439636,1.049,1
36,51782,659,10,10,1,2437601,3.923,0
41,108915,728,8,8,1,1326598,1.015,1
31,54502,687,6,6,1,2888488,4.416,0
57,55770,618,26,12,1,221884,0.332,1
56,90866,715,26,18,2,2715781,2.491,1
55,40774,759,22,0,1,2856003,5.837,0
39,54124,680,8,6,2,1479738,2.278,0
40,100236,561,15,11,1,2533741,2.106,0
38,130829,634,15,12,1,1910301,1.217,1
61,95830,695,32,9,0,1763238,1.533,1
34,189538,730,2,2,2,2732897,1.202,1
35,212885,625,5,5,0,2818483,1.103,0
51,136872,727,27,18,0,2813595,1.713,1
21,182559,825,0,0,1,2832000,1.293,1
23,35274,605,2,2,1,2715733,6.416,0
36,84365,743,5,5,0,1826835,1.804,1
43,135014,774,10,4,0,1940816,1.198,1
31,217476,742,2,2,1,1725978,0.661,1
32,21936,793,3,1,2,1055283,4.009,1
30,235159,695,5,5,1,2449250,0.868,1
52,160819,577,18,13,1,1880670,0.975,0
36,95306,654,12,2,2,2557159,2.236,0
28,104897,565,8,8,1,359521,0.286,0
58,239400,666,25,1,2,1218126,0.424,0
32,21618,630,11,11,1,2115354,8.154,0
44,93660,773,19,17,2,2451942,2.182,1
48,181269,656,28,12,1,975242,0.448,1
28,237106,692,8,2,0,639532,0.225,0
48,50877,771,16,14,2,1378422,2.258,1
56,125324,551,25,20,1,1594667,1.06,0
46,203510,816,23,1,0,1656074,0.678,0
28,217153,680,4,4,4,1758419,0.675,0
48,55443,658,28,7,3,319779,0.481,1
48,170300,639,27,19,3,1076712,0.527,1
57,65530,643,27,14,3,2971909,3.779,0
61,151503,783,41,6,0,1106216,0.608,1
56,132089,664,34,13,2,2391648,1.509,1
47,122207,673,17,10,1,2806666,1.914,0
37,134600,641,7,7,4,806613,0.499,0
29,243546,697,0,0,4,2919615,0.999,1
53,112807,636,26,15,1,1619353,1.196,0
40,242973,630,12,0,2,2545119,0.873,0
33,132023,693,10,2,2,1249267,0.789,0
48,150158,726,28,19,0,2516239,1.396,1
49,241175,530,24,1,1,1569502,0.542,0
33,145350,688,6,6,4,2586032,1.483,0
55,84013,663,28,10,0,1927986,1.912,0
26,32789,690,0,0,2,1798226,4.57,0
38,156934,759,4,4,2,2122761,1.127,0
25,62928,759,0,0,1,535572,0.709,1
45,49653,790,19,2,2,2508252,4.21,0
22,112135,668,0,0,1,2995234,2.226,0
30,171044,650,4,4,1,970842,0.473,0
50,128414,713,23,3,2,472857,0.307,1
65,141729,719,34,14,2,721609,0.424,1
25,27070,701,0,0,3,2481269,7.638,0
53,162223,521,25,0,0,2650219,1.361,0
21,106715,633,0,0,2,1964041,1.534,0
38,95770,744,11,11,1,1926564,1.676,1
52,106097,753,32,19,0,2614450,2.054,1
31,167675,715,2,2,2,1143601,0.568,0
41,52645,689,17,17,2,1402069,2.219,0
46,194660,621,16,1,0,1650212,0.706,1
45,98581,695,25,11,1,232511,0.197,1
42,105045,721,14,14,2,1628210,1.292,1
47,122203,789,26,8,2,2071058,1.412,1
33,245846,599,12,1,2,1470074,0.498,0
53,135323,746,31,1,3,2915754,1.796,0
54,190765,784,23,3,0,913752,0.399,1
61,93270,631,35,18,1,1439379,1.286,1
55,67391,710,28,19,2,2982800,3.688,1
21,223589,535,0,0,1,514834,0.192,0
41,247530,711,7,4,0,2836873,0.955,1
26,241483,710,5,5,1,766470,0.265,1
48,48434,627,20,2,2,1091197,1.877,1
37,224373,657,15,11,1,330783,0.123,1
25,172711,766,0,0,5,270283,0.13,1
51,191735,633,29,3,0,1799072,0.782,1
25,24499,722,0,0,3,582895,1.983,1
58,27932,499,35,13,4,141704,0.423,0
23,22708,624,0,0,1,2119671,7.779,0
43,64195,773,9,9,4,767100,0.996,1
57,112257,714,25,10,2,1538340,1.142,0
57,227354,763,25,15,2,193562,0.071,1
30,20079,671,0,0,4,1347475,5.592,0
30,138644,618,8,0,0,1475314,0.887,1
39,123680,748,18,12,3,1665430,1.122,1
37,144145,768,3,2,2,1141968,0.66,1
41,80431,688,10,10,2,2431862,2.52,0
34,199334,733,2,2,2,543289,0.227,0
29,216916,722,7,7,1,1524521,0.586,0
21,45257,742,0,0,2,2784749,5.128,0
65,108919,626,44,8,1,1293957,0.99,0
33,48373,717,0,0,1,1615748,2.783,0
24,20522,672,0,0,1,339674,1.379,0
21,215373,751,0,0,1,1777069,0.688,1
60,88845,674,36,14,1,2340572,2.195,1
52,133969,719,27,8,0,915346,0.569,1
54,141687,695,29,15,3,1099429,0.647,1
48,206920,566,16,13,3,1954585,0.787,0
51,92310,709,21,7,1,454560,0.41,1
28,146231,585,5,5,2,1644281,0.937,0
59,231425,739,36,12,0,141965,0.051,1
46,75749,737,22,16,2,98430,0.108,1
54,133590,628,28,1,1,1419773,0.886,1
23,142796,593,0,0,3,1230381,0.718,0
32,41022,659,10,10,2,358464,0.728,0
21,99480,679,0,0,1,2813691,2.357,1
64,66365,693,33,4,3,2558283,3.212,0
25,25930,517,0,0,1,2900814,9.323,0
50,42940,656,23,10,2,269831,0.524,0
50,209906,721,18,15,0,520466,0.207,1
37,238517,555,6,6,2,108440,0.038,1
43,64103,678,23,8,0,581315,0.756,0
35,208627,714,6,3,0,1903820,0.76,1
57,90500,645,30,19,1,1523586,1.403,1
41,167713,686,17,0,2,1326361,0.659,0
34,221370,635,5,5,1,1704959,0.642,0
22,174569,712,0,0,0,2003511,0.956,1
31,89910,719,4,4,1,1468029,1.361,1
59,54302,672,34,19,2,1656004,2.541,1
58,241543,542,31,17,2,2730949,0.942,1
54,101797,609,24,0,2,1835405,1.503,0
58,61608,785,27,2,1,754163,1.02,0
54,229498,505,20,18,0,2272971,0.825,1
38,79016,763,12,12,2,1488516,1.57,1
50,90488,656,23,12,0,521660,0.48,1
35,185512,714,13,12,0,441937,0.199,1
47,192552,683,17,13,2,2417556,1.046,0
54,105814,694,22,8,1,384690,0.303,1
58,175479,708,27,3,0,873910,0.415,1
53,195911,686,23,11,5,896613,0.381,1
44,183739,673,23,12,1,145214,0.066,1
35,180711,850,8,8,2,1750069,0.807,1
50,242850,671,24,0,0,582522,0.2,1
62,191205,702,36,16,1,352650,0.154,1
37,112509,708,6,6,3,932955,0.691,1
25,95846,668,0,0,0,2202005,1.915,0
49,230563,639,15,15,3,700957,0.253,0
24,123982,674,0,0,5,365617,0.246,0
30,193443,698,5,5,4,1433412,0.617,1
37,88655,727,14,10,5,1102981,1.037,1
30,64726,742,10,10,0,90300,0.116,1
37,235482,566,6,6,1,559844,0.198,0
40,229882,662,12,2,0,1283422,0.465,1
44,129973,599,12,12,1,1944705,1.247,0
25,97242,602,0,0,2,553032,0.474,0
54,223610,573,21,3,2,2675070,0.997,0
26,205672,784,0,0,3,2804620,1.136,1
22,226926,650,2,2,0,2141047,0.786,0
33,227636,736,1,1,0,1300115,0.476,1
63,154447,760,32,1,1,1467418,0.792,1
63,40425,545,32,19,1,308821,0.637,0
31,167961,699,0,0,1,293055,0.145,1
43,176688,511,9,8,1,290857,0.137,0
36,228246,798,11,9,1,1289134,0.471,1
51,175155,692,20,12,0,2248403,1.07,1
31,180988,727,9,4,2,2537494,1.168,1
36,102153,674,4,4,2,337441,0.275,1
28,175971,658,0,0,0,1163583,0.551,1
24,159134,631,0,0,2,2083278,1.091,1
60,52658,723,37,18,1,2209110,3.496,1
24,183053,791,0,0,3,1151569,0.524,1
45,90124,694,14,14,2,735562,0.68,1
23,224804,663,0,0,1,1227063,0.455,1
52,159109,748,24,1,2,745118,0.39,1
23,168306,813,0,0,1,273182,0.135,1
47,150711,715,13,7,1,2090321,1.156,1
49,191423,536,25,11,1,1238767,0.539,0
52,205750,603,23,0,1,2431144,0.985,0
39,160976,561,7,7,3,658946,0.341,0
41,116312,685,14,14,1,552355,0.396,1
25,168632,547,0,0,2,1480512,0.732,0
38,136877,673,8,8,2,343325,0.209,1
48,119908,788,21,15,2,436292,0.303,1
62,75041,656,28,13,0,126541,0.141,0
42,30309,577,10,10,2,2820795,7.756,0
41,245691,677,20,8,4,899302,0.305,1
26,202665,652,2,2,1,280870,0.115,1
21,62747,571,0,0,2,1267817,1.684,0
25,134638,615,4,4,4,818757,0.507,1
61,45172,694,30,6,2,2718718,5.015,0
32,241486,713,3,0,1,171971,0.059,1
46,209210,675,20,20,0,2340058,0.932,1
54,111155,744,27,16,2,920955,0.69,0
34,158719,729,0,0,1,2498786,1.312,0
46,197179,682,22,1,0,2518470,1.064,0
65,206545,643,45,7,3,2296097,0.926,1
47,235828,677,16,6,2,1581719,0.559,1
29,123063,594,0,0,1,2341916,1.586,0
46,203999,721,19,2,0,2846379,1.163,1
42,184193,630,15,8,0,2975570,1.346,0
50,223180,645,21,8,1,495615,0.185,1
63,161126,625,34,5,1,2825879,1.462,0
37,170955,657,12,12,1,676648,0.33,0
46,157781,569,25,4,1,1924125,1.016,0
56,128268,607,27,4,2,2386741,1.551,0
21,95603,730,0,0,0,2878100,2.509,1
28,155877,788,0,0,2,1397623,0.747,1
55,221709,672,35,5,1,2197205,0.826,1
35,121306,830,13,13,2,2432223,1.671,1
42,159793,650,10,10,2,1797911,0.938,1
34,180425,752,6,6,2,1566019,0.723,0
46,180772,617,26,17,1,821601,0.379,1
48,99996,665,22,14,2,218068,0.182,0
43,102652,681,11,11,2,2456880,1.995,0
34,130849,552,10,6,1,468771,0.299,0
44,222716,765,16,3,0,658199,0.246,1
22,60667,702,0,0,2,1444503,1.984,1
65,191917,670,32,10,1,2952424,1.282,1
46,95015,606,19,17,0,2921467,2.562,0
34,244944,651,1,1,1,2993948,1.019,0
27,186164,719,4,4,4,74583,0.033,0
23,62827,693,0,0,0,2001058,2.654,0
43,79955,579,10,10,0,190982,0.199,1
63,160723,704,33,18,1,2492320,1.292,1
65,153501,725,43,7,1,842326,0.457,1
38,56602,634,16,16,0,1770192,2.606,0
58,167590,736,34,18,2,2205065,1.096,1
55,157757,716,26,6,1,1417439,0.749,1
35,244763,505,4,4,1,1341645,0.457,0
45,197439,780,21,14,2,266851,0.113,1
57,110270,628,30,2,1,1515530,1.145,0
48,216185,755,16,1,4,2237063,0.862,1
30,152911,564,2,2,1,1163794,0.634,0
59,77587,725,34,6,1,2589675,2.781,0
37,49474,781,15,15,3,2502305,4.215,1
59,67703,553,27,4,2,317743,0.391,0
42,96077,775,9,1,0,2150437,1.865,1
46,222873,524,24,14,1,285226,0.107,1
64,248278,710,40,19,3,1529425,0.513,1
45,97489,637,11,6,3,2154034,1.841,0
37,95685,582,7,7,1,1647555,1.435,1
33,196807,601,3,3,0,2904148,1.23,1
40,51547,658,12,4,2,2272348,3.674,0
45,80706,850,17,2,3,69977,0.072,1
24,89479,666,0,0,0,75650,0.07,1
30,155035,686,8,8,2,2452603,1.318,0
23,228156,608,3,3,1,2317082,0.846,0
61,95583,570,29,7,2,2054165,1.791,0
65,201431,641,36,1,2,626964,0.259,1
38,44281,793,4,4,1,419216,0.789,1
56,242773,589,36,3,1,217729,0.075,0
42,99328,850,19,8,3,285532,0.24,1
54,52954,640,27,1,1,1919150,3.02,0
28,197133,803,3,0,0,1965970,0.831,1
60,54850,740,37,9,1,1839375,2.795,0
64,203501,695,32,1,2,2419334,0.991,1
39,164313,722,8,8,1,438005,0.222,1
62,52390,668,36,12,1,2114358,3.363,0
61,235617,587,30,18,2,1818031,0.643,1
57,72792,655,32,5,0,175482,0.201,1
26,46232,659,1,1,2,1994487,3.595,0
46,190657,630,24,6,4,709679,0.31,1
54,118485,716,33,11,2,457668,0.322,1
65,144031,689,31,5,2,220597,0.128,1
26,185553,793,6,6,3,2338126,1.05,0
57,233504,757,33,20,2,2538924,0.906,1
53,134488,664,31,12,2,862018,0.534,0
42,229716,668,12,12,1,1280751,0.465,1
41,215211,697,17,17,1,1435342,0.556,1
26,83885,714,0,0,0,666788,0.662,1
26,148192,775,0,0,1,988360,0.556,1
24,219262,559,0,0,2,288080,0.109,0
50,198518,678,30,7,1,2087406,0.876,1
31,207567,699,5,5,2,1479576,0.594,1
50,107861,695,21,18,1,1340763,1.036,1
51,158995,610,22,6,3,370202,0.194,0
44,138299,752,21,9,0,1222427,0.737,1
29,86978,677,7,7,3,2049793,1.964,1
23,181581,622,0,0,2,1598735,0.734,1
51,238325,616,25,9,1,237578,0.083,1
60,235783,586,38,2,0,1095617,0.387,0
57,23517,598,27,10,4,1783364,6.319,0
56,109983,632,33,15,3,2561301,1.941,1
44,161029,669,21,20,4,2353933,1.218,1
51,23220,576,17,12,0,1514463,5.435,0
26,48367,737,0,0,0,2896414,4.99,1
22,38638,547,0,0,1,2349024,5.066,0
40,27412,641,14,14,0,2212261,6.725,0
48,78048,676,19,0,3,401171,0.428,0
31,189011,671,7,3,4,751463,0.331,1
24,204986,804,0,0,0,2848943,1.158,1
35,241447,713,2,2,2,2314879,0.799,0
26,184917,580,1,1,0,2497089,1.125,0
50,25615,694,23,20,0,2653019,8.631,1
58,148205,581,36,3,0,2141566,1.204,0
22,47558,770,0,0,2,723797,1.268,1
35,173627,497,2,2,1,1290733,0.619,0
31,154010,640,0,0,1,897397,0.486,0
28,24746,686,8,4,2,256863,0.865,1
46,162648,575,21,9,0,936887,0.48,1
65,133095,752,39,20,2,2996020,1.876,1
64,134499,767,30,2,1,469839,0.291,1
25,162182,629,3,3,2,1487112,0.764,0
26,26795,641,4,4,0,1057444,3.289,0
46,212030,602,16,16,1,1485281,0.584,1
24,60718,713,2,2,1,851260,1.168,1
39,64687,656,8,4,0,1537249,1.98,0
40,238898,580,17,17,2,566512,0.198,1
53,141236,826,28,13,1,1409424,0.832,1
40,119650,800,17,2,1,2120658,1.477,1
32,216907,824,10,3,2,2545152,0.978,1
21,43158,553,0,0,2,2399910,4.634,0
46,184722,756,22,11,2,2829297,1.276,1
34,172407,699,0,0,0,2607281,1.26,0
58,93869,707,29,10,0,2942575,2.612,1
57,83081,574,36,4,1,118090,0.118,0
31,116334,600,4,4,3,1235527,0.885,0
56,75644,627,34,2,2,290506,0.32,1
33,242751,676,12,11,2,995988,0.342,1
63,139959,650,39,15,2,729908,0.435,1
23,161669,673,0,0,3,256165,0.132,1
53,157592,641,29,12,3,2286300,1.209,1
26,109233,611,0,0,1,2196302,1.676,0
30,152613,694,1,1,2,530027,0.289,0
25,182250,684,0,0,0,887056,0.406,1
43,26243,680,17,8,0,2031143,6.45,0
30,184454,741,3,3,2,2966338,1.34,0
64,51818,662,33,20,1,1724488,2.773,1
22,242096,684,0,0,0,2888644,0.994,1
33,147139,684,11,7,1,2499236,1.415,0
60,244668,526,35,10,2,2157361,0.735,0
22,207100,739,0,0,1,1473040,0.593,0
40,20474,633,11,2,1,2638987,10.741,0
21,219257,718,0,0,0,1325087,0.504,0
57,210243,689,29,6,0,1230976,0.488,0
29,242005,618,8,8,0,2768697,0.953,0
37,102271,715,12,12,1,2476017,2.018,1
29,25609,589,0,0,0,1963691,6.39,0
31,37994,686,3,3,2,1311946,2.878,0
35,242415,650,8,2,1,1247704,0.429,1
44,173301,745,14,14,1,2487373,1.196,1
58,87973,759,25,12,0,1363807,1.292,1
55,158787,667,35,16,0,653790,0.343,1
50,209156,658,24,20,1,2891763,1.152,1
51,237084,553,29,4,0,553079,0.194,0
25,166762,637,1,1,1,2500314,1.249,0
64,30011,655,41,5,0,2409916,6.692,0
34,182135,632,11,10,1,276115,0.126,0
31,157357,713,0,0,2,1916802,1.015,1
29,62492,671,5,5,1,334700,0.446,1
54,123077,713,26,15,3,2902106,1.965,0
32,23504,566,3,3,1,239048,0.848,0
55,45881,692,24,3,2,1727264,3.137,1
55,28394,645,33,5,1,1463002,4.294,0
21,83813,726,0,0,1,1577800,1.569,0
60,102472,720,31,11,1,2351446,1.912,0
42,116172,678,21,18,2,1577727,1.132,1
49,82110,713,15,0,0,1309300,1.329,0
28,69178,427,0,0,0,1839549,2.216,0
31,116223,751,11,11,3,2357755,1.691,1
61,148804,744,34,18,6,2755645,1.543,0
57,34534,779,26,5,0,472012,1.139,1
34,134916,576,14,7,0,1186877,0.733,0
50,48536,613,26,20,1,2345863,4.028,0
55,114154,591,28,15,0,1168334,0.853,0
41,111702,748,17,13,0,174406,0.13,1
57,154599,654,31,14,1,2219741,1.197,1
25,245455,693,0,0,0,2489687,0.845,1
39,38502,705,8,8,1,1516179,3.282,1
34,209494,724,11,11,3,1616827,0.643,1
46,90167,612,14,8,2,1196052,1.105,0
24,79751,633,0,0,3,1511026,1.579,0
45,135397,648,18,18,0,62643,0.039,1
65,26796,750,45,11,1,76406,0.238,1
62,196579,682,33,9,2,1923925,0.816,1
45,214580,788,11,5,2,359544,0.14,1
38,233813,581,6,6,2,846514,0.302,0
60,64622,728,36,19,0,502295,0.648,1
28,181290,714,0,0,1,2885403,1.326,0
59,175288,680,31,17,1,2464429,1.172,1
60,233496,636,26,15,1,2099744,0.749,1
34,113165,657,0,0,2,1708587,1.258,0
52,137128,724,26,5,1,1164122,0.707,1
58,69839,665,33,1,0,1204617,1.437,0
53,245191,631,20,8,1,1605197,0.546,0
43,145017,735,11,4,0,2663031,1.53,0
35,219317,688,8,8,1,2145507,0.815,0
53,44124,806,20,16,1,2411382,4.554,0
45,114868,650,24,0,1,1170380,0.849,1
37,215530,755,10,10,2,2857731,1.105,0
53,133538,692,32,1,1,2927394,1.827,1
22,182431,738,2,1,1,2352716,1.075,0
34,61054,643,9,9,2,1184322,1.616,0
60,152584,635,32,20,0,174371,0.095,1
60,114077,782,38,10,2,1108907,0.81,1
59,30013,705,27,3,0,2959367,8.217,0
26,205139,681,0,0,0,636270,0.258,0
26,64694,582,1,1,0,2328922,3.0,0
23,36837,639,0,0,2,2257586,5.107,0
27,155070,608,6,6,1,630477,0.339,1
28,115845,719,0,0,2,808922,0.582,1
62,234804,703,34,11,0,732928,0.26,1
35,27344,713,7,7,2,1349133,4.112,0
49,50765,724,25,9,1,2472256,4.058,0
53,142082,722,21,9,2,2370401,1.39,1
50,106532,774,16,1,2,801905,0.627,1
59,169665,676,27,3,0,1349264,0.663,0
47,88206,703,23,20,0,1345888,1.272,1
56,247149,706,36,0,0,1770839,0.597,1
49,101546,731,22,5,1,1027459,0.843,1
58,123965,721,25,12,0,162106,0.109,1
53,109297,684,30,11,1,2062822,1.573,0
57,52844,603,30,5,2,962766,1.518,0
47,42131,631,21,7,2,673908,1.333,0
53,211222,673,25,20,1,1942603,0.766,1
24,245296,681,0,0,2,1349674,0.459,1
42,63880,700,11,8,0,1809576,2.361,0
22,243739,661,0,0,1,77568,0.027,1
30,237424,771,7,5,1,2019679,0.709,1
25,184253,694,3,3,1,374308,0.169,1
30,232487,530,0,0,2,1476269,0.529,1
53,193205,657,25,5,3,2072056,0.894,0
58,205072,654,31,4,1,1416741,0.576,1
33,83654,703,13,8,1,1088490,1.084,0
51,209905,682,19,17,0,1786835,0.709,1
56,180256,695,26,8,1,303589,0.14,1
65,198327,775,34,3,1,873826,0.367,1
44,83585,704,24,12,4,2853832,2.845,0
35,55717,850,11,10,2,1457126,2.179,1
49,49536,751,15,6,0,212691,0.358,1
28,75263,678,6,0,2,2032815,2.251,0
25,149546,714,0,0,2,1550499,0.864,1
49,63774,840,28,1,1,2026641,2.648,1
24,131847,564,0,0,4,1872106,1.183,0
32,162214,752,3,3,1,2506316,1.288,1
65,156379,776,31,2,1,2274460,1.212,1
22,245034,620,0,0,1,1852645,0.63,0
47,83648,640,21,2,0,107525,0.107,0
51,62599,644,17,12,3,711084,0.947,0
56,125249,807,34,6,2,272613,0.181,1
56,208695,690,27,7,0,1935509,0.773,0
46,122584,624,16,4,0,710707,0.483,1
63,53438,552,42,18,0,166307,0.259,1
47,80316,754,13,5,2,359949,0.373,1
25,100844,689,0,0,1,2818742,2.329,0
40,113396,755,10,7,1,668042,0.491,1
31,212678,707,5,0,1,2646972,1.037,0
30,35920,783,4,4,3,544212,1.263,1
60,65435,547,26,6,2,2698779,3.437,0
58,27792,730,26,2,3,311671,0.935,1
26,147690,698,0,0,1,478109,0.27,1
28,123751,651,0,0,1,2411097,1.624,1
43,181159,705,12,5,0,939844,0.432,0
46,69376,652,23,13,0,346423,0.416,1
63,131185,691,36,19,0,2926189,1.859,1
32,207542,603,3,3,1,172662,0.069,0
46,73158,722,16,8,0,2888718,3.291,1
33,71048,732,7,1,3,2078111,2.437,0
60,149554,756,35,13,0,1622204,0.904,1
38,88705,583,16,16,0,421092,0.396,0
45,213245,577,22,9,1,1318797,0.515,0
53,247641,601,26,12,1,2263884,0.762,1
60,214479,789,32,19,0,515926,0.2,1
63,89383,670,30,5,2,2994583,2.792,0
32,193194,706,2,2,0,783389,0.338,1
64,210774,747,42,14,1,1472041,0.582,1
56,161757,620,24,20,2,1679701,0.865,1
24,202034,691,0,0,1,2926049,1.207,1
25,49466,610,0,0,1,2917338,4.915,0
57,152450,568,25,3,6,1578824,0.863,0
28,203014,752,2,2,2,1587356,0.652,1
62,83148,672,29,8,1,715750,0.717,1
48,96187,723,27,14,0,2191161,1.898,1
51,120303,752,22,18,1,1618023,1.121,1
29,241418,594,0,0,0,2659651,0.918,1
49,178072,639,19,19,0,2806716,1.313,1
34,33353,804,2,2,2,1078156,2.694,0
60,220534,715,40,4,2,2103815,0.795,1
61,237566,596,33,20,2,1087143,0.381,1
42,66160,620,17,4,0,809934,1.02,1
31,120944,626,8,3,2,1393046,0.96,0
43,66165,699,12,12,0,1158387,1.459,1
21,153903,683,0,0,1,162634,0.088,1
57,229476,751,26,7,1,1089050,0.395,1
41,192660,724,20,14,3,550250,0.238,1
46,109050,616,13,8,2,567171,0.433,1
56,212826,788,32,9,0,655136,0.257,1
43,237612,711,11,11,0,1772667,0.622,1
21,93133,822,0,0,1,2850252,2.55,0
60,53271,623,26,5,1,2085856,3.263,0
35,149802,524,8,8,1,356560,0.198,0
41,225927,719,13,11,1,1411170,0.521,1
29,220221,662,4,4,0,2662309,1.007,0
29,159096,715,9,9,1,517389,0.271,1
30,159674,666,6,6,1,2159000,1.127,0
46,168826,771,17,11,2,730243,0.36,1
61,224387,665,37,11,0,2394726,0.889,0
55,82500,703,22,14,1,2655447,2.682,0
45,136539,726,18,18,2,2755382,1.682,1
46,227451,695,19,18,3,359376,0.132,1
31,65237,733,11,11,3,2001535,2.557,0
58,77538,712,33,4,1,2428488,2.61,1
22,134963,678,0,0,3,964861,0.596,0
27,67001,710,3,0,3,518345,0.645,0
38,148279,673,13,13,1,804421,0.452,1
47,146873,655,25,20,1,944037,0.536,1
54,49119,719,29,0,1,856575,1.453,0
47,43994,850,13,7,0,906773,1.718,0
37,217523,703,15,6,2,462319,0.177,1
63,124042,696,33,17,2,1721005,1.156,1
64,55467,635,36,15,0,2738490,4.114,0
44,100924,669,13,11,5,2867352,2.368,0
45,218307,655,15,0,1,352643,0.135,1
27,70310,729,3,3,0,105333,0.125,1
26,47090,691,0,0,1,1274575,2.256,0
44,29323,797,12,6,2,1302547,3.702,1
53,81138,609,32,7,0,2416577,2.482,0
49,182346,661,17,17,1,1980928,0.905,1
63,32992,641,35,12,2,2150505,5.432,0
42,65270,498,12,12,3,917460,1.171,0
46,171066,584,16,2,0,2294014,1.118,0
48,237267,661,27,7,2,580860,0.204,1
41,31487,693,20,17,0,746367,1.975,0
27,33814,698,0,0,1,117130,0.289,1
37,130175,718,10,10,1,1381278,0.884,1
40,214945,598,20,13,1,332059,0.129,1
61,111684,634,32,20,0,2888123,2.155,0
40,41403,750,13,2,1,632519,1.273,1
42,173709,761,17,7,5,804104,0.386,0
48,246478,753,24,5,1,182577,0.062,1
60,177766,700,30,10,4,1919082,0.9,1
27,195339,562,0,0,2,2420382,1.033,0
21,74987,777,0,0,1,293689,0.326,1
52,212275,614,23,20,1,2985567,1.172,1
33,248565,739,10,4,0,2232997,0.749,1
50,49570,648,16,13,2,1736511,2.919,0
43,37441,688,21,14,2,1239114,2.758,0
39,104073,620,17,10,5,2663081,2.132,0
52,149051,670,21,14,1,1322372,0.739,1
50,133134,599,19,16,0,1372308,0.859,1
49,167946,613,24,8,1,2822664,1.401,0
65,205377,638,40,12,1,2559524,1.039,0
49,183374,540,15,14,0,2975871,1.352,0
50,185444,625,28,13,0,1848498,0.831,1
36,209458,574,13,13,1,2794011,1.112,0
60,76929,604,38,9,1,2273004,2.462,0
39,37329,599,17,0,2,683760,1.526,0
38,235842,786,4,3,1,1648146,0.582,1
21,163744,574,0,0,2,524734,0.267,0
34,239002,686,11,8,0,491514,0.171,1
22,161628,711,0,0,2,1209795,0.624,1
48,115256,666,21,14,0,1482664,1.072,1
50,38699,734,28,16,0,1623111,3.495,1
58,103008,642,30,6,2,114293,0.092,0
24,120188,691,0,0,0,2181136,1.512,1
21,168836,674,0,0,1,1679705,0.829,1
28,48807,642,0,0,2,2954165,5.044,0
49,53820,724,23,2,3,388069,0.601,0
59,233521,675,28,16,3,204592,0.073,1
23,32320,666,0,0,3,283529,0.731,0
52,45277,584,31,9,3,2806172,5.165,0
30,179989,652,9,9,6,773927,0.358,0
30,209400,668,0,0,0,858176,0.342,1
39,160519,785,13,13,1,1378901,0.716,1
54,124411,639,21,4,2,2134162,1.43,1
53,124389,744,21,20,1,1561019,1.046,0
43,151971,672,23,2,2,2283900,1.252,0
48,176102,604,18,1,2,958109,0.453,1
52,89339,776,32,19,1,1079314,1.007,1
27,247791,688,0,0,1,1329720,0.447,1
49,122149,621,17,14,2,2998456,2.046,0
28,145718,730,8,8,0,2220223,1.27,0
21,113345,794,0,0,2,1293870,0.951,1
23,168870,588,0,0,1,227605,0.112,0
44,200654,742,20,12,0,1532140,0.636,1
43,99401,574,15,7,0,2985074,2.503,0
28,79523,550,8,8,3,1762055,1.846,0
57,165108,575,33,8,0,596906,0.301,1
23,78205,664,0,0,3,154443,0.165,1
53,163407,709,27,10,2,1042925,0.532,1
48,139081,643,28,11,1,1673721,1.003,1
28,182458,600,0,0,3,2189352,1.0,0
54,130033,704,34,6,3,2369794,1.519,0
55,132000,693,28,4,3,1214565,0.767,1
52,125982,680,28,11,3,96791,0.064,1
44,34980,745,19,6,1,2753357,6.559,1
34,168784,684,10,6,2,1880315,0.928,0
52,32700,777,19,2,0,893024,2.276,0
63,240373,525,41,2,0,421949,0.146,0
36,21937,580,2,2,1,2804860,10.655,0
24,207340,751,0,0,1,1812246,0.728,1
57,240913,535,35,13,3,1844461,0.638,1
41,55779,744,10,5,0,1329088,1.986,1
34,221817,762,4,4,2,1179311,0.443,1
