Age,Income,Credit_Score,Years_Employed,Existing_Loans,Debt_to_Income,Loan_Amount,Employment_Type,Education,Loan_Approved
44,149656,646,1,4,49.51,909602,Business,High School,0
36,154800,611,14,1,46.76,289558,Contract,Bachelor,1
22,191602,660,4,5,44.09,172913,Contract,Master,1
48,114916,617,20,2,14.3,167799,Salaried,Master,1
52,72582,762,20,5,41.13,918004,Contract,Bachelor,1
47,180950,615,24,3,61.82,729550,Salaried,Bachelor,0
40,172805,797,2,0,63.07,656417,Self-Employed,Master,1
44,117252,751,5,4,51.15,626548,Salaried,Bachelor,1
32,224747,768,14,0,51.92,562829,Salaried,PhD,1
55,127620,677,27,2,30.36,634355,Business,Master,1
53,164088,594,11,1,27.98,765650,Salaried,High School,0
53,163838,552,28,2,8.23,162859,Self-Employed,Bachelor,1
63,222535,742,23,4,14.17,468356,Self-Employed,Bachelor,1
57,106158,672,6,0,23.12,866587,Contract,High School,0
32,198616,646,14,0,23.32,599203,Salaried,Master,1
23,117471,729,4,6,17.13,337034,Business,High School,1
21,173334,850,3,5,43.0,109778,Salaried,Bachelor,1
53,217834,682,16,4,18.74,193520,Business,Bachelor,1
60,241404,763,15,1,25.93,771318,Salaried,Bachelor,1
30,44698,668,12,3,44.58,856786,Salaried,Master,1
63,25252,752,5,3,12.49,98291,Self-Employed,Master,1
64,227677,687,25,3,20.16,170287,Salaried,Master,1
49,186057,748,27,1,14.32,532329,Salaried,High School,1
33,148833,726,6,5,67.72,936353,Salaried,Bachelor,0
32,129587,631,8,3,35.16,434212,Salaried,High School,1
51,42101,576,30,5,57.91,886911,Self-Employed,Bachelor,1
22,87495,510,0,1,68.61,275952,Salaried,High School,0
55,115130,711,12,3,46.88,241568,Salaried,Bachelor,0
43,164276,781,21,0,34.13,677211,Salaried,Master,1
37,26776,724,19,5,5.36,977383,Salaried,High School,1
46,29491,783,8,0,64.37,14927,Business,Bachelor,1
28,152895,805,2,0,34.51,854959,Self-Employed,High School,1
49,79061,718,18,5,47.31,292963,Salaried,Master,1
46,100931,512,14,5,14.89,969591,Salaried,High School,0
30,42517,592,10,6,10.22,91154,Contract,High School,1
46,194009,629,23,5,58.94,21227,Salaried,Bachelor,1
54,183951,576,15,5,49.63,984946,Salaried,Master,0
61,24973,556,12,6,9.53,557295,Salaried,Bachelor,1
27,50274,677,9,6,52.97,883995,Salaried,High School,1
24,139802,592,6,5,23.82,417931,Business,Bachelor,0
65,107239,620,26,3,11.55,279489,Salaried,Master,0
31,85053,700,13,6,21.03,977080,Salaried,Bachelor,1
49,231651,614,16,2,59.85,58514,Salaried,Bachelor,0
56,96934,684,27,1,19.7,148673,Self-Employed,Bachelor,1
45,115895,659,13,5,52.37,892451,Self-Employed,Bachelor,1
41,229185,760,13,1,55.03,802945,Salaried,Master,1
56,85506,631,9,1,34.1,833687,Business,Master,1
30,72790,578,7,5,34.97,71191,Business,High School,1
57,65926,656,27,1,53.14,748671,Business,Bachelor,1
29,244846,841,11,3,35.96,914995,Salaried,Bachelor,1
44,55184,795,3,4,69.92,802193,Salaried,High School,0
55,181291,803,27,6,67.94,646329,Business,High School,1
55,128601,711,26,3,6.23,550174,Business,Bachelor,1
56,244760,694,28,3,17.33,900442,Salaried,Bachelor,1
38,95772,604,20,5,56.04,478000,Salaried,High School,0
59,159706,714,13,0,17.2,549168,Business,High School,1
52,170083,578,24,2,62.0,91875,Salaried,Bachelor,0
44,35120,665,11,6,16.15,842888,Self-Employed,Bachelor,0
43,109288,710,5,5,39.45,124413,Business,High School,1
52,149758,634,13,2,54.83,170019,Salaried,Bachelor,0
57,83901,712,0,5,33.97,737146,Salaried,Bachelor,0
32,190740,640,8,5,54.95,649377,Salaried,PhD,0
33,157662,484,7,1,63.24,389888,Business,Bachelor,0
43,220637,737,25,3,47.14,85502,Business,Bachelor,1
45,179461,727,21,1,45.03,172250,Self-Employed,PhD,1
55,166961,635,11,5,24.31,510596,Self-Employed,Bachelor,1
61,61364,673,9,0,59.09,164216,Salaried,Master,0
50,137968,850,10,0,40.89,195469,Business,Master,1
37,30914,733,19,6,5.34,34107,Salaried,Master,1
40,203696,633,10,3,56.24,453175,Business,Bachelor,1
45,127472,706,19,1,23.87,166160,Business,Bachelor,1
42,108664,723,24,4,17.79,143828,Salaried,Bachelor,1
33,25301,656,4,1,32.36,994362,Business,Master,0
39,88556,667,21,5,13.78,847685,Salaried,Bachelor,1
56,202423,549,0,3,52.63,765363,Salaried,Master,0
32,76334,668,10,2,45.2,49201,Self-Employed,High School,0
61,32628,583,12,0,8.18,103919,Salaried,Bachelor,1
39,86123,590,4,6,60.63,697411,Salaried,Master,0
32,180269,647,5,1,14.05,715868,Salaried,Bachelor,1
29,191694,715,11,2,59.39,789903,Business,Bachelor,1
27,78733,532,9,6,36.89,56280,Salaried,PhD,0
48,227963,654,6,3,58.1,8774,Salaried,PhD,1
34,161403,570,16,4,23.27,476175,Salaried,High School,1
51,56126,839,25,5,45.95,704528,Salaried,Bachelor,1
39,108163,569,21,2,53.24,620557,Salaried,High School,0
36,44527,673,18,5,12.55,634623,Salaried,Master,1
25,164441,587,6,3,22.33,993226,Business,Master,0
55,140487,707,20,5,34.29,607026,Business,Master,1
32,21469,508,11,1,34.58,684694,Self-Employed,High School,0
45,203477,786,27,5,37.81,414832,Salaried,Bachelor,1
41,209948,850,11,4,31.71,188611,Salaried,Master,1
56,215259,765,11,1,8.15,77332,Self-Employed,Bachelor,1
43,196988,689,9,3,50.27,843724,Contract,Master,1
36,117674,649,17,4,19.03,649033,Business,Bachelor,1
59,191005,603,1,1,57.94,997937,Self-Employed,High School,0
65,80569,584,0,2,44.87,741853,Salaried,High School,0
62,81210,632,2,5,22.03,560566,Salaried,Master,1
59,60221,720,10,0,10.43,322221,Salaried,High School,1
34,123170,640,3,0,50.15,719808,Business,High School,0
51,245353,665,26,1,67.69,188948,Contract,High School,1
25,96127,699,7,5,59.39,585546,Salaried,PhD,0
55,136804,752,6,2,15.65,977816,Salaried,Bachelor,1
43,166056,820,25,0,11.11,419717,Self-Employed,Bachelor,1
49,180162,558,4,4,38.12,827503,Self-Employed,High School,0
63,190308,827,28,6,18.8,763325,Self-Employed,Bachelor,1
31,23919,782,0,6,17.57,506868,Business,Bachelor,1
38,209900,738,16,2,29.38,9583,Business,High School,1
32,47357,655,7,5,31.27,792190,Salaried,High School,0
29,105130,647,11,3,42.05,309685,Contract,Bachelor,0
30,199320,759,12,4,48.09,661606,Self-Employed,Bachelor,1
64,105917,653,21,2,58.71,488968,Salaried,High School,1
37,66960,532,15,4,57.23,920697,Salaried,Master,0
58,168372,668,24,6,14.45,635410,Business,Bachelor,1
27,54051,634,9,3,42.92,198491,Self-Employed,High School,1
33,180736,759,15,2,54.33,91590,Contract,Master,1
60,62486,576,3,1,57.24,734014,Salaried,Bachelor,1
62,48603,850,10,5,62.44,401522,Business,Master,0
29,222398,675,10,3,14.93,433951,Business,Bachelor,1
47,205861,551,26,1,35.83,672453,Business,Bachelor,1
22,156928,682,4,6,41.54,279233,Salaried,Master,0
25,88134,712,7,2,30.99,705948,Salaried,High School,1
49,27274,773,11,4,46.83,590893,Salaried,Bachelor,1
57,39061,685,3,2,33.71,159082,Salaried,Bachelor,1
58,151113,691,2,0,20.59,836315,Salaried,Bachelor,1
39,164177,685,2,6,45.42,10440,Business,Bachelor,0
28,49210,589,1,3,28.89,869187,Salaried,Bachelor,0
65,246520,682,5,2,25.16,810303,Self-Employed,Master,1
21,183433,677,3,2,58.11,930813,Business,Master,0
42,108146,627,16,2,15.71,592164,Business,High School,1
37,40353,538,19,1,16.28,352804,Business,Master,1
27,129888,651,9,2,64.75,526606,Salaried,Bachelor,0
45,73517,725,4,4,60.98,686722,Self-Employed,High School,0
65,163467,790,26,4,40.11,145291,Salaried,Bachelor,1
24,139822,664,6,6,69.76,638173,Contract,Bachelor,1
56,53714,669,16,2,56.56,682236,Business,PhD,1
26,170165,658,7,3,48.92,774211,Self-Employed,Bachelor,1
51,93529,703,29,5,36.62,796430,Salaried,Master,0
39,195952,643,21,0,40.43,202669,Self-Employed,Master,1
64,157917,722,22,1,7.92,379340,Salaried,High School,1
59,168401,507,28,2,34.2,756649,Self-Employed,High School,0
47,219336,721,1,2,50.78,542873,Salaried,High School,1
30,135487,646,12,6,40.38,889087,Business,Bachelor,1
46,22208,670,28,0,58.41,619669,Business,High School,0
39,230368,559,21,2,47.84,348509,Contract,Master,1
59,157000,677,7,5,69.98,665435,Self-Employed,Bachelor,0
23,159346,719,5,0,24.43,103272,Business,Master,1
65,208005,764,23,1,67.13,501058,Contract,High School,1
33,42642,680,7,0,38.8,236443,Self-Employed,Bachelor,1
48,174865,704,20,5,19.43,904705,Contract,Bachelor,1
40,52826,726,22,4,67.04,548407,Self-Employed,Bachelor,0
48,91778,623,7,3,59.54,426800,Self-Employed,Bachelor,0
28,182233,776,5,3,36.45,831630,Self-Employed,Master,1
61,68515,578,21,5,22.88,463696,Business,High School,0
59,39530,740,23,4,38.24,785841,Salaried,Master,1
21,228112,595,3,3,10.27,618832,Salaried,Bachelor,1
23,59426,576,5,4,60.13,686203,Salaried,Master,0
33,124822,617,0,2,44.96,788779,Contract,Bachelor,0
48,116321,724,11,6,15.48,577954,Business,Bachelor,0
45,53782,601,11,5,11.34,963473,Self-Employed,High School,1
53,110915,744,14,0,50.28,775001,Salaried,Master,1
58,56502,682,26,6,56.73,851636,Self-Employed,Master,1
26,57770,593,8,1,42.73,275420,Self-Employed,Bachelor,0
64,92866,661,4,6,54.69,971290,Salaried,Bachelor,0
65,42774,738,3,1,62.47,163936,Salaried,Master,1
52,56124,776,16,4,62.92,54814,Business,Master,1
65,102236,735,21,5,50.31,715285,Self-Employed,High School,0
41,132829,751,9,0,49.51,173166,Self-Employed,High School,1
36,97830,680,5,2,57.01,369163,Business,Master,1
41,191538,648,16,4,46.79,555395,Salaried,Bachelor,0
31,214885,664,13,2,20.06,92949,Salaried,Master,1
57,138872,787,24,0,47.15,498409,Salaried,Bachelor,1
56,184559,616,28,6,53.19,294197,Self-Employed,Bachelor,1
55,37274,683,15,5,40.74,140901,Contract,Bachelor,1
39,86365,709,21,6,50.93,844678,Contract,Bachelor,1
40,137014,662,8,0,46.37,962737,Contract,Master,1
38,219476,778,20,4,66.49,919640,Salaried,Master,1
61,23936,707,12,2,50.32,250602,Salaried,High School,1
34,237159,695,2,4,61.99,182905,Salaried,PhD,1
35,162819,695,9,6,8.51,436849,Self-Employed,Bachelor,1
51,97306,765,28,3,39.99,948118,Business,Master,1
21,106897,650,3,3,28.95,258912,Self-Employed,Bachelor,1
23,241400,629,5,4,38.8,878821,Self-Employed,High School,1
36,23618,715,0,2,37.4,333844,Salaried,Bachelor,1
43,95660,725,25,5,67.16,441191,Salaried,Bachelor,0
31,183269,721,13,3,7.52,209062,Business,Bachelor,1
32,239106,505,14,6,24.03,957870,Self-Employed,Master,1
30,52877,678,12,4,7.51,813214,Salaried,Master,1
52,127324,685,29,3,41.27,856238,Salaried,High School,1
36,205510,732,17,3,14.59,49553,Salaried,Bachelor,1
28,219153,598,10,6,56.57,696476,Business,PhD,0
58,57443,726,6,6,52.97,677191,Salaried,Master,0
32,172300,633,11,5,49.63,721712,Salaried,PhD,0
44,67530,674,26,6,6.58,677309,Salaried,Bachelor,1
48,153503,784,29,1,39.57,530924,Self-Employed,High School,0
28,134089,695,10,1,65.12,654967,Business,Master,0
48,124207,694,19,3,7.11,245236,Salaried,Bachelor,1
56,136600,723,18,6,59.26,83891,Salaried,High School,1
46,245546,732,1,3,68.63,867560,Salaried,Master,1
28,114807,475,3,1,37.84,179810,Contract,PhD,0
48,244973,745,5,2,18.06,725974,Salaried,High School,1
48,134023,774,2,4,64.84,944884,Business,Master,1
57,152158,689,11,4,33.76,851805,Self-Employed,Master,1
61,243175,544,0,6,27.15,461101,Salaried,Master,1
56,147350,626,11,5,64.7,938040,Salaried,Bachelor,0
47,86013,592,23,3,27.96,959352,Self-Employed,Master,0
37,34789,684,9,2,34.41,912212,Salaried,Bachelor,1
29,158934,690,11,2,50.98,766286,Salaried,Bachelor,0
53,64928,764,2,6,64.38,667279,Business,Bachelor,1
40,51653,785,13,0,47.44,723305,Salaried,Bachelor,1
33,114135,850,4,3,49.86,56156,Self-Employed,Master,1
48,173044,628,29,0,5.43,947115,Self-Employed,Bachelor,1
49,130414,680,19,4,51.98,93740,Business,Master,0
33,143729,678,15,0,28.12,123464,Salaried,Bachelor,0
55,29070,629,18,6,69.28,601521,Business,Master,0
26,164223,700,8,1,38.81,659895,Contract,Master,1
38,108715,735,10,1,29.49,634522,Business,Bachelor,1
25,97770,850,7,2,56.14,20139,Business,High School,1
45,108097,727,27,1,38.05,795706,Salaried,Bachelor,1
22,169675,599,4,6,25.38,303395,Self-Employed,Master,1
30,54645,579,6,5,8.62,275639,Business,Bachelor,0
50,196660,618,29,3,61.13,140807,Salaried,Bachelor,1
65,100581,730,26,1,66.44,899646,Salaried,Bachelor,0
25,107045,685,7,1,58.46,124539,Salaried,High School,1
53,124203,583,28,4,20.94,325937,Salaried,Master,0
21,247846,614,3,5,21.82,87607,Contract,Bachelor,1
38,137323,761,6,6,36.79,840988,Self-Employed,Master,1
52,192765,776,11,2,22.78,823046,Self-Employed,Master,1
31,95270,514,13,0,48.6,168357,Contract,High School,0
41,69391,700,23,4,59.15,885221,Salaried,Bachelor,0
46,225589,744,11,0,66.77,79521,Salaried,Bachelor,1
45,249530,655,22,3,5.68,898092,Self-Employed,Master,1
42,243483,757,4,1,68.63,419255,Salaried,Bachelor,0
47,50434,813,29,4,16.83,29609,Salaried,Bachelor,1
33,226373,757,15,4,37.27,606103,Contract,High School,1
53,174711,712,9,2,42.94,649986,Salaried,High School,1
54,193735,614,3,0,33.4,923638,Self-Employed,Bachelor,1
61,26499,809,4,5,46.26,261989,Salaried,Master,1
55,29932,610,11,2,33.54,423091,Contract,Master,0
21,24708,721,3,1,55.4,330254,Business,Bachelor,1
41,66195,633,21,1,43.63,323950,Business,Bachelor,0
26,114257,603,8,2,6.52,543576,Self-Employed,Bachelor,1
48,229354,780,5,1,62.11,210205,Business,Bachelor,1
37,22079,784,2,5,5.95,578427,Self-Employed,Master,1
25,140644,598,3,0,11.2,429753,Salaried,Bachelor,1
51,125680,716,8,1,24.53,909420,Self-Employed,Bachelor,0
25,146145,669,7,4,57.67,473886,Self-Employed,Master,0
58,82431,591,5,5,21.75,424626,Self-Employed,Master,1
23,201334,613,5,6,53.04,123905,Self-Employed,Master,0
43,218916,651,7,3,15.36,494515,Salaried,Bachelor,1
57,47257,699,24,6,17.08,322206,Salaried,High School,1
57,110919,831,28,3,17.75,154820,Business,Bachelor,1
30,50373,757,2,4,15.96,81480,Salaried,High School,1
30,22522,699,3,2,12.71,220419,Business,Bachelor,1
39,217373,671,9,1,20.1,936027,Salaried,Bachelor,0
37,90845,558,1,3,23.27,186708,Salaried,Master,1
41,135969,633,23,4,60.55,421700,Salaried,High School,0
34,143687,765,4,0,64.76,472767,Salaried,PhD,1
29,208920,751,10,3,57.77,303683,Self-Employed,Bachelor,0
21,94310,584,3,3,56.8,336014,Business,Bachelor,0
65,148231,658,10,3,35.5,257234,Self-Employed,Bachelor,0
33,233425,580,15,3,33.58,549871,Self-Employed,Bachelor,1
24,77749,732,6,0,5.67,142751,Contract,High School,1
21,135590,710,3,1,21.77,267957,Salaried,High School,1
60,144796,572,10,5,65.78,685909,Salaried,Master,0
52,43022,725,20,6,26.09,967604,Business,Bachelor,1
54,101480,745,30,4,66.59,93046,Salaried,Master,1
48,68365,737,23,0,65.89,418074,Salaried,Bachelor,0
51,27930,662,5,3,39.33,240296,Salaried,Bachelor,1
28,44940,724,10,1,14.13,990353,Business,Master,1
59,211906,752,5,1,16.04,304656,Salaried,Bachelor,1
46,240517,519,2,2,58.9,496159,Salaried,Bachelor,0
54,66103,727,23,5,38.82,88551,Self-Employed,High School,0
23,210627,539,5,3,5.02,205339,Salaried,Master,0
32,92500,642,14,3,67.55,505984,Self-Employed,Bachelor,0
21,169713,662,3,6,48.34,441999,Business,Master,1
64,223370,723,17,6,48.8,137252,Contract,Bachelor,1
25,176569,673,6,2,27.91,28052,Salaried,Master,1
50,91910,732,28,1,14.48,270140,Contract,Bachelor,1
50,56302,642,29,2,41.66,929807,Self-Employed,Master,0
37,243543,730,3,4,39.14,598587,Business,Master,1
43,103797,716,0,2,21.49,477356,Salaried,Master,0
35,63608,697,2,3,66.96,237491,Salaried,Bachelor,1
57,231498,654,6,2,21.03,957890,Salaried,High School,1
41,81016,664,1,5,58.59,42926,Self-Employed,Bachelor,1
34,92488,676,9,0,67.84,35078,Business,Bachelor,0
22,187512,624,3,3,21.14,230125,Self-Employed,Master,1
31,194552,675,13,4,29.92,394502,Salaried,High School,0
59,107814,702,24,6,51.39,563065,Self-Employed,Bachelor,1
58,177479,683,11,0,24.57,872258,Salaried,High School,1
54,197911,601,28,5,39.07,444939,Salaried,High School,0
58,185739,660,7,1,63.22,233908,Salaried,Master,0
54,182711,685,3,3,61.53,958278,Contract,Bachelor,1
38,244850,647,8,3,14.0,511702,Salaried,Bachelor,1
50,193205,695,8,1,54.71,432801,Salaried,Master,0
35,114509,641,12,2,23.9,660812,Salaried,High School,1
47,97846,693,24,0,31.19,705267,Salaried,Master,0
54,232563,730,16,3,22.25,638810,Contract,High School,1
58,125982,653,0,0,56.06,50816,Business,PhD,0
53,195443,707,30,3,40.05,355077,Salaried,Master,1
44,90655,769,7,5,45.64,540424,Salaried,Bachelor,1
35,66726,667,17,1,28.85,249621,Salaried,Master,1
50,237482,727,4,6,32.4,925952,Contract,Bachelor,1
62,231882,637,13,2,11.68,925115,Business,Bachelor,0
37,131973,698,19,0,46.38,682847,Salaried,Master,0
25,99242,654,7,3,30.35,765727,Business,Bachelor,0
49,225610,538,15,6,44.64,95555,Salaried,Master,1
24,207672,789,6,0,17.18,921175,Salaried,High School,1
30,228926,653,12,2,69.89,786692,Salaried,Bachelor,1
37,229636,715,19,1,54.9,31517,Business,Master,1
30,156447,662,8,4,13.98,448877,Business,High School,1
37,42425,601,14,1,51.24,727529,Self-Employed,Bachelor,0
40,169961,774,8,5,21.49,184689,Business,Bachelor,1
44,178688,729,19,6,38.41,657879,Self-Employed,High School,0
25,230246,615,7,5,23.97,204980,Business,PhD,1
54,177155,742,15,2,69.18,374635,Contract,Bachelor,1
26,182988,800,1,6,67.06,161324,Contract,Bachelor,1
22,104153,701,4,4,12.44,293127,Self-Employed,Bachelor,1
33,177971,751,15,3,50.59,354044,Salaried,High School,1
63,161134,780,5,4,59.24,194924,Salaried,Bachelor,0
63,54658,621,30,1,10.53,357785,Self-Employed,Bachelor,1
31,185053,724,13,1,66.07,100910,Contract,Bachelor,0
43,92124,577,17,2,53.92,132238,Business,Master,1
36,226804,674,10,6,64.38,927723,Self-Employed,Bachelor,1
51,161109,641,12,3,23.87,983390,Business,Bachelor,0
31,170306,645,13,3,13.68,661986,Self-Employed,Master,1
36,152711,618,18,2,69.19,362554,Business,Master,1
28,193423,613,10,6,13.64,935730,Salaried,Bachelor,1
24,207750,595,0,5,48.28,684255,Contract,Master,1
60,162976,555,18,6,39.75,553826,Salaried,High School,1
24,118312,650,6,0,50.82,740211,Business,Bachelor,1
45,170632,573,2,5,11.97,13389,Salaried,Master,1
23,138877,623,5,4,52.32,7516,Contract,Master,1
52,121908,608,15,2,41.51,990848,Salaried,Master,1
23,77041,571,5,3,5.58,643966,Salaried,High School,1
47,32309,702,15,5,21.65,287909,Self-Employed,Bachelor,1
49,247691,686,27,3,10.87,973691,Salaried,Bachelor,1
52,204665,698,26,6,52.22,287288,Salaried,Bachelor,1
39,64747,683,18,3,12.94,486818,Salaried,Bachelor,1
41,136638,726,2,5,43.75,319398,Business,Master,1
25,47172,662,7,5,43.32,686532,Self-Employed,Bachelor,0
38,243486,798,20,2,23.95,842986,Contract,Master,1
48,211210,578,3,6,15.37,606550,Salaried,Bachelor,1
62,113155,568,24,4,41.83,11923,Business,High School,1
42,160719,520,19,2,34.03,337683,Salaried,Bachelor,1
41,199179,539,6,4,32.35,990091,Self-Employed,High School,0
26,208545,645,8,3,67.4,372113,Self-Employed,High School,1
21,237828,660,3,5,67.93,107681,Salaried,Master,1
25,125063,751,7,0,68.6,908409,Salaried,Bachelor,0
61,205999,657,12,6,11.17,640293,Self-Employed,High School,1
32,186193,795,14,2,67.58,602626,Contract,Bachelor,1
46,225180,699,21,3,52.78,318856,Business,Bachelor,1
54,163126,718,30,3,33.86,247119,Self-Employed,High School,1
34,172955,746,6,0,5.55,11290,Contract,Master,1
46,159781,650,2,3,44.25,70130,Self-Employed,Master,1
65,130268,805,28,4,68.59,998728,Contract,High School,1
47,97603,709,10,5,42.38,981828,Self-Employed,Bachelor,1
29,157877,804,11,1,12.57,207192,Salaried,Bachelor,1
46,223709,757,16,4,13.23,813684,Contract,Bachelor,1
42,123306,722,5,5,27.63,537860,Salaried,Master,0
50,161793,653,11,1,9.34,587363,Salaried,Master,1
63,182425,673,17,3,10.35,267318,Self-Employed,High School,0
37,182772,705,7,6,27.47,916641,Business,High School,1
46,101996,594,4,1,58.11,523324,Business,Master,1
56,104652,511,23,2,7.75,507016,Contract,Bachelor,1
21,132849,650,3,6,54.28,945763,Contract,High School,0
28,224716,655,10,3,10.47,323960,Contract,Master,0
55,62667,718,19,4,64.4,713599,Salaried,Bachelor,1
35,193917,781,7,5,5.92,175990,Contract,Bachelor,1
42,97015,678,15,5,55.89,688246,Business,Master,1
34,246944,590,2,5,11.87,773591,Salaried,High School,1
46,188164,680,28,1,69.46,846905,Self-Employed,Bachelor,1
48,64827,692,28,3,61.03,537904,Salaried,High School,1
43,81955,663,25,4,43.1,104266,Business,Bachelor,0
34,162723,611,16,1,57.09,577261,Self-Employed,PhD,1
44,155501,828,16,1,16.41,133957,Self-Employed,Bachelor,1
22,58602,739,4,4,22.44,714192,Contract,Bachelor,1
65,169590,727,13,4,37.42,967597,Self-Employed,Bachelor,0
46,159757,545,28,0,15.97,43624,Salaried,Master,1
34,246763,588,3,1,18.11,871505,Self-Employed,High School,1
27,199439,565,9,4,61.65,187642,Business,Master,0
23,112270,658,5,2,53.85,43058,Salaried,High School,1
43,218185,768,25,4,66.04,93947,Self-Employed,High School,1
63,154911,665,1,3,32.4,209912,Business,High School,1
65,79587,655,21,6,13.06,952372,Salaried,Bachelor,0
38,51474,555,17,1,47.23,139759,Self-Employed,High School,0
58,69703,702,1,1,57.23,481147,Self-Employed,PhD,0
55,98077,643,2,0,20.39,750313,Salaried,Bachelor,1
35,224873,762,15,2,21.72,949959,Business,Master,1
45,99489,620,24,2,66.35,68464,Salaried,Bachelor,0
57,97685,666,17,1,21.82,890173,Business,Master,1
48,198807,635,26,6,11.0,197971,Salaried,Bachelor,1
