age,income,credit_score,loan_amount,experience_years,debt_to_income,employment_type,existing_loans,dependents,savings,property_owned,loan_approved
24,209385,320,457443,0,0.07,Salaried,5,0,769388,No,Yes
26,38344,553,523017,1,0.6,Business,5,0,593127,Yes,No
65,136499,363,265796,40,0.66,Self-Employed,1,3,44898,No,Yes
52,87778,517,723964,30,0.63,Self-Employed,3,1,986938,Yes,No
50,38601,371,406245,30,0.64,Salaried,4,0,868825,Yes,No
55,168188,461,541340,34,0.06,Contract,3,3,248883,Yes,Yes
60,206057,429,943926,39,0.69,Business,4,1,580230,No,No
36,119013,524,278682,7,0.29,Self-Employed,2,3,331680,No,Yes
33,48782,753,788001,7,0.62,Salaried,3,0,710597,No,No
62,129095,683,75790,37,0.17,Business,3,4,957344,Yes,Yes
50,198891,406,829933,23,0.34,Salaried,4,0,895919,Yes,Yes
39,233488,402,532110,11,0.08,Contract,4,0,385695,Yes,Yes
37,218107,440,474160,13,0.08,Self-Employed,3,4,900162,No,Yes
39,115123,433,989691,17,0.66,Contract,5,1,310403,No,No
48,62458,498,757906,25,0.58,Self-Employed,4,3,753866,Yes,No
46,240628,809,971529,19,0.39,Contract,3,1,961038,Yes,Yes
57,142225,378,729872,35,0.39,Self-Employed,1,1,36605,Yes,Yes
46,157152,781,459123,25,0.54,Salaried,3,3,688678,Yes,Yes
43,237815,811,523221,17,0.27,Business,0,1,32159,No,Yes
29,183029,549,874356,6,0.55,Self-Employed,3,2,741679,No,No
32,162980,782,621484,5,0.37,Self-Employed,5,0,934519,Yes,Yes
21,114188,471,981914,1,0.46,Salaried,1,2,112213,Yes,No
21,244952,316,224835,0,0.68,Contract,1,3,623065,No,No
54,139292,593,502790,30,0.36,Self-Employed,5,4,178929,Yes,Yes
52,108570,693,415260,31,0.32,Contract,2,4,493005,Yes,Yes
45,240396,797,714010,25,0.64,Salaried,5,3,295085,Yes,Yes
60,227359,518,885258,35,0.64,Self-Employed,2,3,108723,Yes,Yes
65,141791,533,993781,37,0.7,Business,0,1,223253,Yes,Yes
21,196554,689,370114,0,0.41,Self-Employed,4,0,336432,Yes,Yes
36,248401,547,707816,8,0.27,Salaried,4,2,484116,Yes,Yes
59,143291,351,459806,36,0.21,Contract,1,3,745543,Yes,Yes
25,116375,314,864324,0,0.07,Self-Employed,1,4,39211,Yes,Yes
42,56314,623,854172,13,0.52,Salaried,2,0,928406,Yes,No
49,223993,740,226800,24,0.2,Salaried,1,0,580093,No,Yes
23,232840,411,848220,0,0.44,Salaried,3,1,738122,Yes,No
32,126880,306,401525,11,0.65,Contract,3,4,797346,No,No
46,118326,544,778052,20,0.67,Contract,0,0,680525,Yes,Yes
36,164903,747,949001,16,0.05,Business,3,4,140346,No,Yes
57,139026,664,713511,32,0.26,Business,0,2,75585,Yes,Yes
42,169197,666,862947,18,0.59,Self-Employed,2,4,345601,No,Yes
49,80451,586,716347,25,0.4,Salaried,3,0,700137,Yes,Yes
34,63708,405,783456,7,0.57,Business,0,4,321220,Yes,No
48,35682,312,367818,20,0.6,Contract,4,4,338311,Yes,No
25,120406,445,773569,0,0.34,Salaried,0,4,945461,Yes,Yes
50,231896,777,359911,21,0.28,Self-Employed,5,0,247286,Yes,Yes
25,184866,414,165737,0,0.35,Salaried,3,2,378016,Yes,Yes
32,77372,808,253431,11,0.47,Business,0,4,313826,Yes,Yes
36,57477,451,351788,15,0.29,Business,5,2,320554,Yes,Yes
46,202935,356,561908,19,0.55,Salaried,2,0,466868,No,Yes
46,239013,681,875173,21,0.64,Contract,1,3,597646,Yes,Yes
41,187809,456,901553,14,0.23,Salaried,4,4,503830,No,Yes
59,151692,432,779178,31,0.68,Salaried,2,2,41013,Yes,Yes
56,184129,462,484651,28,0.45,Salaried,4,4,60040,Yes,Yes
53,189210,574,451272,28,0.62,Salaried,4,1,819266,Yes,Yes
50,228462,376,805710,23,0.12,Salaried,5,1,907387,No,Yes
57,71024,343,268299,36,0.21,Contract,0,0,460662,No,Yes
43,158749,849,549256,16,0.26,Self-Employed,1,2,345339,Yes,Yes
30,193183,617,799497,8,0.25,Self-Employed,0,2,954080,Yes,Yes
25,173146,833,136549,5,0.16,Business,0,4,728479,Yes,Yes
56,35824,453,478729,30,0.61,Contract,3,1,147824,No,No
54,149837,536,532159,34,0.32,Salaried,0,4,786970,No,Yes
51,194511,816,336804,31,0.68,Contract,1,4,255664,Yes,Yes
30,115151,520,52639,10,0.43,Self-Employed,2,0,112751,Yes,Yes
39,66926,609,661144,16,0.14,Salaried,5,3,465916,Yes,Yes
52,185932,476,908441,29,0.4,Contract,0,0,159595,Yes,Yes
21,30975,519,322766,0,0.7,Business,1,0,34446,Yes,No
25,92877,337,168192,0,0.42,Self-Employed,0,0,88995,Yes,Yes
65,242749,730,330952,36,0.05,Salaried,5,4,531200,No,Yes
24,95870,502,498852,2,0.66,Salaried,4,4,938796,Yes,No
36,99371,747,514048,7,0.2,Salaried,5,4,670495,No,Yes
44,175620,794,966905,19,0.5,Salaried,0,4,181869,Yes,Yes
36,118970,424,335095,10,0.38,Salaried,3,1,697504,No,Yes
22,239647,364,691197,2,0.26,Salaried,4,2,683720,No,Yes
48,116066,543,247013,23,0.23,Contract,1,1,841693,Yes,Yes
52,187808,826,297889,23,0.65,Business,5,2,730599,Yes,Yes
47,79562,525,226148,27,0.64,Contract,0,4,135732,Yes,Yes
40,58409,764,695810,14,0.38,Contract,4,1,28252,Yes,Yes
44,233173,592,982849,15,0.22,Salaried,4,2,634657,Yes,Yes
32,27834,680,181469,8,0.12,Salaried,2,3,575062,No,Yes
55,120192,465,588953,26,0.15,Contract,4,0,519819,No,Yes
53,18840,517,588848,30,0.39,Self-Employed,5,2,837568,Yes,No
53,228481,574,338520,33,0.25,Salaried,1,1,685466,No,Yes
63,49568,351,463073,35,0.08,Salaried,0,1,886984,No,No
57,28846,673,769628,31,0.35,Self-Employed,5,3,164320,Yes,Yes
32,154971,662,934474,11,0.54,Contract,4,2,307490,Yes,Yes
23,104038,313,944736,0,0.63,Self-Employed,1,0,31573,Yes,No
21,215173,639,808653,0,0.43,Salaried,2,1,577923,Yes,Yes
53,187845,838,201382,26,0.52,Business,0,4,688865,Yes,Yes
60,147789,388,854760,39,0.29,Self-Employed,3,4,782916,Yes,Yes
30,125460,340,222469,6,0.37,Self-Employed,4,2,575769,Yes,Yes
63,92723,603,743519,34,0.52,Salaried,4,3,945168,Yes,No
64,221834,567,432231,37,0.52,Self-Employed,2,0,179216,Yes,Yes
49,122194,437,803886,24,0.33,Salaried,1,2,98622,Yes,Yes
33,129417,305,778726,10,0.4,Business,2,2,581386,No,Yes
32,153383,541,764664,8,0.65,Business,1,0,521205,Yes,Yes
51,74888,461,623286,30,0.46,Contract,0,1,61866,No,No
22,59616,817,955724,0,0.47,Salaried,4,4,235944,No,No
55,201206,700,376997,33,0.56,Business,3,1,836585,Yes,Yes
43,240297,455,152304,21,0.12,Salaried,2,3,577910,No,Yes
37,24083,384,462264,11,0.39,Self-Employed,5,0,211609,Yes,No
46,161670,309,362361,24,0.67,Self-Employed,3,1,447411,Yes,Yes
28,100476,437,530500,5,0.29,Salaried,3,2,851645,No,Yes
49,110416,455,239692,23,0.24,Salaried,4,2,147607,Yes,Yes
46,20580,707,776289,24,0.44,Self-Employed,4,3,281328,Yes,No
30,140834,524,827150,1,0.19,Salaried,5,3,363213,No,Yes
46,130148,483,204957,17,0.41,Self-Employed,3,0,281260,Yes,Yes
54,206467,494,902571,33,0.15,Contract,0,1,165700,No,Yes
61,60321,695,383975,32,0.43,Contract,5,2,701169,No,Yes
27,27386,433,581391,1,0.44,Contract,3,0,820458,Yes,No
24,71171,608,992755,0,0.32,Salaried,1,0,343810,No,No
65,168594,841,850978,40,0.3,Self-Employed,5,2,598649,No,Yes
31,214604,308,305948,2,0.21,Business,1,1,765248,No,Yes
49,240832,469,196528,22,0.27,Business,1,4,525695,No,Yes
56,163707,589,330372,34,0.37,Self-Employed,1,3,29652,Yes,Yes
45,149743,467,312190,19,0.21,Self-Employed,2,1,362937,Yes,Yes
41,51545,643,378499,16,0.56,Self-Employed,0,4,936325,No,Yes
56,203151,796,479791,27,0.51,Self-Employed,2,4,209754,Yes,Yes
30,44855,444,790302,5,0.23,Self-Employed,2,2,30684,No,No
57,53790,712,444296,30,0.11,Business,1,4,327011,Yes,Yes
29,69012,756,690253,6,0.05,Contract,0,3,602417,Yes,Yes
44,135827,601,913894,21,0.44,Self-Employed,0,0,818288,Yes,Yes
55,32260,345,65930,33,0.19,Salaried,3,1,192797,Yes,Yes
55,214211,316,949908,35,0.06,Contract,5,3,479940,Yes,Yes
56,19074,659,130823,27,0.28,Business,2,4,822363,No,Yes
38,191748,560,412665,16,0.68,Self-Employed,5,0,662490,No,No
59,158547,422,825313,39,0.5,Salaried,5,0,651792,Yes,Yes
52,227486,530,773782,27,0.61,Business,0,4,254973,No,Yes
44,164192,411,128880,17,0.14,Contract,4,3,567831,Yes,Yes
43,172219,545,268626,21,0.1,Contract,5,4,129185,Yes,Yes
52,19986,690,222827,29,0.06,Salaried,2,1,629908,No,Yes
57,181502,691,757840,33,0.67,Self-Employed,5,0,183950,Yes,Yes
32,73479,627,57293,6,0.25,Salaried,0,2,358799,No,Yes
33,232038,514,642830,8,0.35,Salaried,4,0,371182,No,Yes
43,148833,666,110528,22,0.31,Business,5,4,864082,Yes,Yes
45,20176,381,467572,19,0.52,Salaried,4,4,39829,Yes,No
55,102258,375,158885,28,0.25,Salaried,4,2,973415,No,Yes
61,133188,826,195771,40,0.4,Contract,1,2,908458,Yes,Yes
50,102153,802,209506,25,0.7,Business,3,0,543716,No,Yes
37,210990,778,628957,9,0.34,Self-Employed,5,4,904500,No,Yes
40,176187,671,329746,14,0.41,Contract,5,0,52484,Yes,Yes
45,95442,564,221858,21,0.38,Salaried,3,3,627080,Yes,Yes
42,58002,563,846384,13,0.57,Self-Employed,0,4,790513,Yes,No
33,75124,409,878116,4,0.22,Business,0,0,918066,Yes,Yes
39,155682,606,166032,11,0.16,Contract,5,4,248974,Yes,Yes
56,67752,499,997993,35,0.54,Self-Employed,5,4,851251,Yes,No
32,96947,525,607193,6,0.32,Salaried,3,1,561100,Yes,Yes
61,136972,484,890034,33,0.64,Salaried,4,0,925190,Yes,Yes
39,92716,330,227996,18,0.47,Self-Employed,0,4,682985,Yes,Yes
32,197065,398,587669,3,0.42,Contract,5,2,859275,Yes,Yes
29,28073,638,300666,4,0.1,Self-Employed,1,2,423440,Yes,No
27,55251,565,340274,0,0.52,Salaried,1,1,326591,Yes,Yes
48,114496,649,604703,26,0.5,Business,3,4,937954,No,No
34,220509,843,230200,7,0.47,Contract,0,0,153702,No,Yes
51,56897,756,134679,27,0.22,Salaried,0,0,215793,Yes,Yes
39,199978,387,165458,13,0.67,Salaried,5,2,854122,Yes,Yes
36,69616,362,181460,14,0.26,Self-Employed,5,3,692306,No,Yes
25,22482,686,651940,0,0.15,Salaried,4,4,243965,No,No
55,125990,758,200878,34,0.69,Contract,0,1,183542,No,Yes
32,240036,568,114333,5,0.54,Self-Employed,3,1,458588,Yes,Yes
45,222008,645,810676,24,0.32,Business,0,4,962230,Yes,Yes
41,188646,377,160930,15,0.66,Salaried,5,4,756447,Yes,Yes
56,61284,664,573940,35,0.11,Contract,0,1,552722,Yes,Yes
43,90932,313,316996,17,0.11,Contract,1,1,504105,Yes,Yes
36,25338,435,820643,16,0.49,Business,3,0,869588,Yes,No
59,191790,603,451843,34,0.17,Contract,2,1,877254,No,Yes
65,161572,696,764177,36,0.65,Contract,3,2,108306,Yes,Yes
62,160617,378,734408,36,0.6,Business,3,1,785991,Yes,Yes
59,79480,717,412430,36,0.25,Salaried,5,1,995883,Yes,Yes
34,154313,541,797910,14,0.63,Contract,2,2,520190,Yes,Yes
51,238386,350,163120,26,0.08,Self-Employed,5,2,338947,Yes,Yes
25,171893,683,650884,2,0.41,Contract,2,4,12474,No,Yes
55,22695,674,816065,33,0.66,Self-Employed,1,1,330029,Yes,Yes
43,226138,505,438841,20,0.61,Contract,4,2,661606,No,No
49,32318,788,501333,24,0.28,Salaried,3,0,847009,Yes,Yes
63,68934,680,830166,39,0.17,Contract,3,3,97556,Yes,Yes
31,171403,610,844641,10,0.19,Self-Employed,3,2,546405,Yes,Yes
38,139282,674,627770,17,0.38,Contract,3,3,938364,Yes,Yes
32,201744,341,874629,10,0.44,Self-Employed,1,1,135756,Yes,Yes
29,109891,832,389838,4,0.07,Business,3,0,512016,Yes,Yes
30,225932,821,723436,10,0.32,Contract,2,0,823119,Yes,Yes
64,242757,452,167458,38,0.59,Contract,2,4,879082,Yes,Yes
37,86754,611,169614,10,0.34,Self-Employed,0,4,788381,Yes,Yes
58,103677,593,528403,32,0.16,Self-Employed,1,1,105528,Yes,Yes
27,120320,412,501698,5,0.67,Salaried,0,2,897549,Yes,Yes
33,151909,411,663772,8,0.22,Business,3,0,310104,Yes,Yes
60,143261,474,723439,37,0.57,Self-Employed,1,1,551635,Yes,Yes
62,123338,601,981482,38,0.18,Salaried,1,1,395716,No,Yes
29,58077,815,756098,7,0.33,Self-Employed,4,2,640488,No,Yes
47,97915,520,849137,23,0.37,Business,4,0,61614,No,No
22,153311,470,470123,0,0.38,Business,0,0,545673,Yes,Yes
25,235420,617,890264,0,0.39,Business,0,0,799818,Yes,Yes
49,47669,512,399511,24,0.2,Business,2,4,737775,No,No
57,66624,552,366756,29,0.39,Contract,2,0,667857,Yes,Yes
58,93147,423,683453,29,0.36,Business,5,3,481791,Yes,Yes
39,153222,512,909933,10,0.19,Business,5,2,432692,Yes,Yes
28,160181,384,60248,0,0.69,Salaried,5,0,733699,Yes,No
65,248822,815,883420,36,0.61,Business,2,2,677185,No,Yes
21,175088,364,139169,0,0.63,Self-Employed,1,2,994257,Yes,Yes
42,161008,617,669327,21,0.5,Self-Employed,3,3,731421,Yes,Yes
37,160108,645,57461,9,0.15,Self-Employed,0,0,541854,Yes,Yes
27,188308,542,208070,5,0.42,Contract,2,2,370728,Yes,Yes
45,163093,436,718181,19,0.58,Self-Employed,1,0,752857,No,Yes
65,54943,546,594158,40,0.08,Business,4,3,947307,No,No
24,131694,740,587698,4,0.37,Contract,3,4,505343,Yes,Yes
56,230079,344,137721,29,0.31,Business,4,4,725271,Yes,Yes
26,199088,388,69133,3,0.19,Salaried,5,4,699849,Yes,Yes
51,172316,527,926137,26,0.3,Business,4,4,966793,Yes,Yes
39,212099,590,859791,13,0.69,Self-Employed,3,1,814599,Yes,Yes
64,141351,721,766745,37,0.52,Salaried,1,2,236743,Yes,Yes
59,56985,366,601688,30,0.24,Salaried,4,1,362756,No,No
47,150574,550,84173,26,0.44,Salaried,1,0,744093,Yes,Yes
30,71836,340,61179,2,0.21,Salaried,4,4,288611,No,Yes
46,117714,398,938311,17,0.45,Contract,2,0,195385,No,Yes
39,21770,605,242958,17,0.63,Business,5,3,807964,Yes,No
59,60865,755,85495,39,0.41,Salaried,3,2,451874,No,Yes
23,71811,600,318631,2,0.53,Contract,0,3,804657,Yes,Yes
65,22001,498,589048,38,0.34,Contract,3,2,530665,Yes,No
33,78848,787,439744,4,0.39,Contract,4,3,710260,Yes,Yes
48,70635,405,141975,23,0.5,Business,4,3,773053,Yes,Yes
40,38946,700,666753,20,0.58,Salaried,5,2,472551,No,No
48,215206,776,777187,20,0.48,Business,2,0,291972,No,Yes
28,113852,421,341547,2,0.69,Contract,2,3,115270,No,No
61,109103,376,773397,32,0.58,Contract,3,2,63204,Yes,No
59,241116,611,165625,37,0.56,Business,0,2,860879,Yes,Yes
21,61744,411,945008,0,0.6,Contract,5,3,774409,Yes,No
23,135729,817,51755,0,0.23,Contract,3,0,581576,No,Yes
33,188231,496,702788,11,0.33,Self-Employed,0,4,685799,No,Yes
48,244884,397,741518,21,0.42,Contract,1,1,663247,Yes,Yes
45,41671,758,121352,25,0.35,Business,4,4,58736,Yes,Yes
53,165522,529,526352,29,0.6,Salaried,1,3,211860,Yes,Yes
58,163980,467,475832,31,0.07,Salaried,3,3,668392,No,Yes
26,206347,307,428035,4,0.19,Business,0,2,441146,No,Yes
64,193430,471,248498,35,0.62,Business,0,0,341879,No,Yes
65,198119,659,913191,40,0.09,Contract,1,0,154400,Yes,Yes
52,184590,494,686421,23,0.2,Business,2,3,484200,No,Yes
65,75813,568,468182,40,0.28,Business,2,0,763129,No,Yes
41,114748,318,581976,13,0.54,Contract,5,1,193981,No,No
36,155878,653,810164,15,0.41,Self-Employed,1,0,589744,Yes,Yes
41,122733,348,220556,17,0.67,Self-Employed,2,0,100948,Yes,Yes
31,189963,763,765215,9,0.2,Contract,0,2,652830,No,Yes
57,144865,655,995057,28,0.62,Self-Employed,3,3,950942,Yes,Yes
56,101551,457,905714,28,0.23,Self-Employed,2,0,32464,Yes,Yes
55,147335,365,723939,27,0.21,Contract,5,3,639438,Yes,Yes
39,57220,607,194086,13,0.37,Self-Employed,0,0,619335,Yes,Yes
40,35158,636,98443,11,0.1,Business,5,0,168378,Yes,Yes
38,98992,420,223033,14,0.3,Self-Employed,3,0,693601,Yes,Yes
61,176660,703,239986,33,0.28,Self-Employed,0,2,15313,No,Yes
34,80576,395,431230,8,0.15,Business,4,0,574688,Yes,Yes
35,106027,413,610685,14,0.61,Business,3,4,503429,Yes,Yes
51,173260,728,385446,22,0.3,Salaried,4,1,345940,Yes,Yes
21,241687,839,514899,1,0.69,Contract,2,0,926499,Yes,Yes
23,76830,301,425561,0,0.63,Salaried,5,4,855453,Yes,No
36,153091,511,293818,7,0.18,Salaried,2,3,781275,Yes,Yes
43,30419,632,228250,20,0.38,Self-Employed,0,2,675896,Yes,Yes
31,51697,323,51063,2,0.44,Business,1,3,422858,No,No
32,102932,667,517582,5,0.58,Salaried,0,2,167745,No,Yes
30,137712,805,452550,5,0.63,Contract,5,3,391129,No,Yes
52,113428,475,125848,31,0.46,Salaried,5,3,518326,No,No
36,157045,728,992631,12,0.07,Self-Employed,5,1,148397,Yes,Yes
28,104649,741,217115,0,0.36,Salaried,4,1,527422,Yes,Yes
58,140649,847,378656,33,0.63,Business,5,1,666509,Yes,Yes
32,29136,813,684975,7,0.51,Business,3,3,431593,Yes,No
44,102739,660,176230,18,0.62,Contract,1,2,652988,Yes,Yes
48,80502,573,552926,24,0.49,Salaried,0,1,590589,Yes,Yes
28,180357,476,835522,6,0.08,Business,4,2,34888,No,Yes
48,41039,563,782635,26,0.68,Salaried,4,2,49811,No,No
56,84720,485,709429,32,0.65,Salaried,2,0,481301,Yes,No
46,141168,826,311252,23,0.13,Business,0,4,524958,Yes,Yes
28,106263,578,964599,4,0.12,Business,0,3,158076,Yes,Yes
48,77155,497,720964,20,0.4,Self-Employed,5,4,973500,Yes,Yes
48,34911,648,64612,24,0.54,Self-Employed,5,3,158049,No,No
57,18916,720,613458,34,0.3,Contract,4,2,823904,Yes,Yes
61,77052,604,226173,38,0.14,Contract,0,4,587979,Yes,Yes
56,218182,363,640169,36,0.38,Contract,5,0,614640,No,Yes
47,35790,589,743070,18,0.27,Salaried,2,4,698739,No,No
37,232233,317,528078,14,0.28,Contract,1,4,564602,No,Yes
29,154278,363,958524,6,0.47,Business,4,0,809576,No,No
53,139937,629,952196,25,0.63,Contract,2,0,67970,Yes,Yes
40,103053,316,190435,17,0.41,Salaried,2,1,331435,Yes,Yes
33,67950,742,971274,7,0.5,Self-Employed,3,3,942172,Yes,Yes
48,134211,440,956772,28,0.48,Salaried,1,2,397359,Yes,Yes
49,74361,607,880553,23,0.41,Business,2,4,806591,Yes,No
33,79451,743,123960,12,0.25,Contract,3,4,52386,No,Yes
55,55696,795,61990,28,0.3,Contract,3,2,757550,Yes,Yes
26,230713,725,144258,6,0.26,Business,0,0,181726,No,Yes
38,217298,774,177640,9,0.65,Contract,5,0,103115,No,Yes
25,120395,544,553619,3,0.59,Self-Employed,2,4,869691,No,Yes
45,142121,749,356803,18,0.43,Salaried,4,4,217254,Yes,Yes
22,64728,650,606425,0,0.64,Salaried,0,2,548087,Yes,Yes
30,73401,460,65573,3,0.63,Business,1,2,646954,No,Yes
50,215298,439,460050,26,0.65,Self-Employed,5,3,911621,No,No
65,43103,792,59554,40,0.19,Business,4,0,22928,Yes,Yes
25,183335,830,279726,0,0.52,Business,4,1,183205,Yes,Yes
53,225693,692,944236,24,0.45,Self-Employed,3,1,93847,No,Yes
21,68044,700,807668,0,0.53,Business,2,2,707668,Yes,Yes
38,75730,349,267670,10,0.22,Salaried,3,3,974887,Yes,Yes
52,43825,594,918596,32,0.5,Contract,3,4,95627,Yes,No
31,225328,724,759157,7,0.32,Salaried,2,2,13360,Yes,Yes
41,55271,311,63015,19,0.59,Contract,2,2,525979,No,Yes
46,95256,634,972238,24,0.57,Contract,2,2,579919,Yes,No
45,195804,314,947607,24,0.19,Salaried,3,1,684619,No,Yes
42,84433,327,109617,20,0.17,Business,5,2,514712,Yes,Yes
47,231702,687,754952,21,0.52,Self-Employed,2,3,142649,No,Yes
33,119999,591,684329,6,0.41,Contract,2,1,251460,No,Yes
53,41572,549,125195,26,0.41,Self-Employed,4,3,265948,Yes,No
54,56546,804,432747,27,0.54,Self-Employed,3,1,47065,No,Yes
61,164222,397,734277,40,0.61,Contract,2,3,835915,Yes,Yes
55,72165,636,824726,29,0.21,Self-Employed,3,0,832633,No,No
21,81690,338,264722,0,0.41,Self-Employed,1,0,960157,Yes,Yes
41,202736,337,187715,12,0.59,Business,0,1,894018,Yes,Yes
26,231407,599,63269,3,0.62,Self-Employed,4,0,238338,Yes,Yes
48,224271,478,330502,24,0.24,Salaried,4,4,110728,Yes,Yes
37,54948,768,542069,17,0.12,Contract,3,3,327504,Yes,Yes
25,186102,581,672317,2,0.2,Business,2,1,501418,Yes,Yes
51,45007,463,571579,28,0.66,Salaried,3,0,878885,Yes,No
25,118819,752,133857,0,0.35,Self-Employed,5,1,528421,Yes,Yes
58,109207,396,443419,30,0.32,Self-Employed,0,4,220393,Yes,Yes
23,239993,608,570542,0,0.06,Salaried,4,1,410831,Yes,Yes
43,94772,561,242830,23,0.08,Salaried,4,1,996494,Yes,Yes
57,40024,592,393398,30,0.48,Business,0,2,686887,Yes,No
57,188456,548,414036,34,0.43,Self-Employed,3,2,611629,Yes,Yes
30,100912,544,106235,7,0.42,Self-Employed,4,2,71479,No,No
30,167229,550,347448,6,0.12,Self-Employed,2,2,611168,Yes,Yes
39,103481,422,334316,18,0.28,Salaried,3,3,237222,Yes,Yes
37,106553,624,648122,17,0.58,Self-Employed,2,4,795033,No,Yes
41,150828,800,922163,17,0.16,Contract,5,1,177712,Yes,Yes
34,249749,365,544221,8,0.62,Contract,5,4,138583,Yes,Yes
29,217184,358,619145,0,0.13,Business,5,1,459284,Yes,Yes
21,240075,797,191483,0,0.16,Business,1,2,765169,Yes,Yes
65,120488,672,319969,40,0.36,Salaried,0,3,479234,No,Yes
33,114741,565,671062,6,0.66,Contract,5,1,418218,Yes,Yes
24,207123,535,744102,0,0.26,Salaried,4,1,478285,No,Yes
21,249773,517,955056,0,0.48,Business,0,0,667118,Yes,Yes
60,213667,826,466556,36,0.43,Salaried,0,3,437928,No,Yes
52,96210,740,863583,26,0.15,Salaried,2,3,359633,No,Yes
54,192166,705,93327,32,0.21,Self-Employed,4,3,552227,Yes,Yes
48,236961,768,190324,27,0.65,Business,1,4,464774,Yes,Yes
51,244457,409,871746,26,0.17,Self-Employed,0,2,58938,Yes,Yes
28,153607,652,250344,0,0.5,Business,2,0,732498,Yes,Yes
59,205107,390,883800,34,0.68,Self-Employed,5,4,134601,Yes,Yes
46,65367,713,897542,23,0.13,Business,2,2,291081,No,Yes
54,166190,372,440811,34,0.31,Business,5,1,522424,Yes,Yes
23,208884,846,969176,0,0.2,Contract,4,0,385015,No,Yes
32,77884,597,835291,12,0.19,Business,3,4,18767,Yes,No
21,215240,582,509153,0,0.13,Salaried,3,0,207477,Yes,Yes
64,162352,804,589610,40,0.47,Contract,1,2,44093,No,Yes
25,163818,497,796073,0,0.54,Self-Employed,5,4,819403,Yes,No
50,120572,331,454407,22,0.49,Salaried,2,4,586231,Yes,Yes
50,71251,640,457881,28,0.65,Salaried,3,0,139934,Yes,Yes
37,102821,633,898057,12,0.14,Business,0,1,838601,No,Yes
43,101583,442,629792,15,0.26,Business,1,1,407463,Yes,Yes
35,28207,709,107631,9,0.27,Salaried,5,1,999090,No,Yes
57,220199,343,885671,34,0.2,Contract,0,2,95526,Yes,Yes
41,45757,331,761658,19,0.14,Salaried,3,0,495895,No,No
34,165298,327,557823,13,0.37,Salaried,2,2,521867,Yes,Yes
22,244340,722,416727,0,0.59,Business,3,2,867301,Yes,Yes
31,210479,790,278121,2,0.67,Business,1,1,95647,Yes,Yes
59,176278,459,839399,39,0.13,Business,5,1,408822,No,Yes
58,169328,506,611306,29,0.59,Self-Employed,1,1,216780,No,Yes
54,51822,317,233758,34,0.59,Salaried,0,0,396924,Yes,Yes
58,59340,402,992299,35,0.3,Salaried,0,0,680707,No,Yes
54,201306,531,502042,31,0.12,Self-Employed,1,1,394697,Yes,Yes
38,61351,723,118774,10,0.69,Salaried,0,2,528556,Yes,Yes
50,124311,846,713873,21,0.48,Salaried,4,0,685582,Yes,Yes
35,197743,538,904706,15,0.69,Salaried,5,4,970153,Yes,Yes
47,93320,633,382616,24,0.36,Contract,1,2,625304,Yes,Yes
54,120565,448,571777,32,0.31,Self-Employed,5,2,316578,Yes,Yes
58,184229,707,346748,30,0.21,Self-Employed,0,3,740950,Yes,Yes
53,37937,316,298319,29,0.69,Salaried,5,0,113023,Yes,No
44,203362,525,801702,16,0.21,Business,3,4,218664,Yes,Yes
35,195779,559,641392,6,0.07,Salaried,2,0,26919,Yes,Yes
50,29219,473,158818,25,0.38,Salaried,4,2,287542,No,No
62,27399,504,670684,34,0.3,Contract,4,0,764350,No,No
37,144733,714,752175,17,0.22,Contract,2,2,947660,No,Yes
25,247920,807,579008,2,0.46,Business,2,4,704884,Yes,Yes
49,176729,452,615013,26,0.29,Contract,5,2,18929,No,Yes
24,38047,402,880355,0,0.31,Salaried,5,1,504433,Yes,No
30,249615,364,534356,1,0.06,Salaried,3,2,682531,No,Yes
37,225167,416,351437,12,0.43,Contract,5,1,944660,Yes,Yes
30,103693,455,786979,1,0.13,Contract,2,4,100347,Yes,Yes
37,118931,381,778831,17,0.19,Self-Employed,4,4,843955,No,Yes
40,221226,817,866461,11,0.52,Salaried,3,2,260333,No,Yes
44,193963,366,863017,20,0.25,Business,2,1,607370,No,Yes
25,155852,537,108271,3,0.16,Contract,3,2,222669,No,Yes
54,45050,625,729258,34,0.43,Contract,3,4,935459,No,No
26,91551,366,859881,1,0.19,Self-Employed,5,1,909722,Yes,No
22,86666,475,449953,0,0.23,Self-Employed,5,3,466828,Yes,Yes
33,242691,777,85308,10,0.45,Contract,0,3,687332,Yes,Yes
63,100016,554,508710,35,0.53,Business,2,4,277411,Yes,Yes
